"subj"	"block"	"trialN"	"setID"	"RTss"	"cond"	"bsl"	"RTadj"	"rep"
16	5	23	12	1.2866	"RANREG"	0.514668	0.771932	2
16	5	34	49	1.2926	"RANREG"	0.514668	0.777932	3
16	5	43	39	0.9814	"RANREG"	0.514668	0.466732	3
16	5	45	7	1.5112	"RANREG"	0.514668	0.996532	3
16	5	49	51	1.1134	"RANREG"	0.514668	0.598732	1
16	5	55	44	1.2617	"RANREG"	0.514668	0.747032	1
16	5	62	9	1.2958	"RANREG"	0.514668	0.781132	1
16	5	69	36	1.4443	"RANREG"	0.514668	0.929632	2
16	5	76	37	1.3389	"RANREG"	0.514668	0.824232	2
16	5	79	16	1.1319	"RANREG"	0.514668	0.617232	3
16	5	80	38	1.2194	"RANREG"	0.514668	0.704732	3
16	5	81	54	1.4369	"RANREG"	0.514668	0.922232	3
17	1	5	3	0.6966	"RANREGr"	0.424172	0.272428	1
17	1	29	2	0.8896	"RANREGr"	0.424172	0.465428	1
17	1	31	1	0.7055	"RANREGr"	0.424172	0.281328	1
17	1	32	3	1.1421	"RANREGr"	0.424172	0.717928	2
17	1	44	2	0.7887	"RANREGr"	0.424172	0.364528	2
17	1	45	1	0.4601	"RANREGr"	0.424172	0.035928	2
17	1	48	3	0.3873	"RANREGr"	0.424172	-0.036872	3
17	1	58	2	0.8009	"RANREGr"	0.424172	0.376728	3
17	1	74	1	1.0085	"RANREGr"	0.424172	0.584328	3
17	1	24	4	1.0861	"REPinRANr"	0.424172	0.661928	1
17	1	59	4	1.2411	"REPinRANr"	0.424172	0.816928	2
17	1	73	6	1.4405	"REPinRANr"	0.424172	1.016328	3
17	1	2	1	0.5849	"RANREG"	0.424172	0.160728	1
17	1	12	26	0.9358	"RANREG"	0.424172	0.511628	1
17	1	35	41	0.8107	"RANREG"	0.424172	0.386528	2
17	1	40	23	1.1052	"RANREG"	0.424172	0.681028	2
17	1	70	42	1.1305	"RANREG"	0.424172	0.706328	3
17	1	77	48	1.0553	"RANREG"	0.424172	0.631128	3
17	1	33	22	0.1546	"REPinRAN"	0.424172	-0.269572	1
17	1	50	30	1.2539	"REPinRAN"	0.424172	0.829728	2
17	1	76	27	0.8096	"REPinRAN"	0.424172	0.385428	3
17	2	19	1	0.8727	"RANREGr"	0.424172	0.448528	1
17	2	20	3	1.357	"RANREGr"	0.424172	0.932828	1
17	2	21	2	0.9678	"RANREGr"	0.424172	0.543628	1
17	2	28	1	1.0989	"RANREGr"	0.424172	0.674728	2
17	2	31	3	0.2683	"RANREGr"	0.424172	-0.155872	2
17	2	37	2	1.1567	"RANREGr"	0.424172	0.732528	2
17	2	41	1	2.1328	"RANREGr"	0.424172	1.708628	3
17	2	66	3	0.9175	"RANREGr"	0.424172	0.493328	3
17	2	81	2	0.8042	"RANREGr"	0.424172	0.380028	3
17	2	3	22	0.5588	"RANREG"	0.424172	0.134628	1
17	2	5	39	2.0859	"RANREG"	0.424172	1.661728	1
17	2	11	38	1.35	"RANREG"	0.424172	0.925828	1
17	2	13	36	0.7891	"RANREG"	0.424172	0.364928	2
17	2	32	16	0.9744	"RANREG"	0.424172	0.550228	2
17	2	44	35	1.0767	"RANREG"	0.424172	0.652528	2
17	2	46	44	1.072	"RANREG"	0.424172	0.647828	3
17	2	48	13	1.0089	"RANREG"	0.424172	0.584728	3
17	2	64	5	1.1703	"RANREG"	0.424172	0.746128	3
17	2	12	4	1.7095	"REPinRAN"	0.424172	1.285328	1
17	2	42	2	0.8997	"REPinRAN"	0.424172	0.475528	2
17	2	52	34	1.7563	"REPinRAN"	0.424172	1.332128	2
17	2	61	11	1.9766	"REPinRAN"	0.424172	1.552428	3
17	3	6	2	0.5834	"RANREGr"	0.424172	0.159228	1
17	3	15	1	0.5855	"RANREGr"	0.424172	0.161328	1
17	3	33	3	0.7512	"RANREGr"	0.424172	0.327028	1
17	3	41	2	1.039	"RANREGr"	0.424172	0.614828	2
17	3	48	1	0.7502	"RANREGr"	0.424172	0.326028	2
17	3	53	3	0.8255	"RANREGr"	0.424172	0.401328	2
17	3	55	2	0.8757	"RANREGr"	0.424172	0.451528	3
17	3	63	1	0.9744	"RANREGr"	0.424172	0.550228	3
17	3	80	3	0.7523	"RANREGr"	0.424172	0.328128	3
17	3	26	4	1.545	"REPinRANr"	0.424172	1.120828	1
17	3	28	5	1.497	"REPinRANr"	0.424172	1.072828	2
17	3	37	6	1.5492	"REPinRANr"	0.424172	1.125028	2
17	3	81	6	0.9572	"REPinRANr"	0.424172	0.533028	3
17	3	82	4	1.7005	"REPinRANr"	0.424172	1.276328	3
17	3	10	34	1.1881	"RANREG"	0.424172	0.763928	1
17	3	13	29	1.3361	"RANREG"	0.424172	0.911928	1
17	3	23	50	0.8868	"RANREG"	0.424172	0.462628	1
17	3	27	27	0.7287	"RANREG"	0.424172	0.304528	2
17	3	30	12	1.1151	"RANREG"	0.424172	0.690928	2
17	3	32	49	0.8387	"RANREG"	0.424172	0.414528	2
17	3	49	47	1.4809	"RANREG"	0.424172	1.056728	3
17	3	59	52	0.9294	"RANREG"	0.424172	0.505228	3
17	3	16	31	1.9981	"REPinRAN"	0.424172	1.573928	1
17	3	17	33	1.9454	"REPinRAN"	0.424172	1.521228	1
17	3	20	25	1.5248	"REPinRAN"	0.424172	1.100628	1
17	3	22	15	1.3551	"REPinRAN"	0.424172	0.930928	2
17	3	36	18	1.8446	"REPinRAN"	0.424172	1.420428	3
17	4	7	2	0.9313	"RANREGr"	0.424172	0.507128	1
17	4	46	1	1.213	"RANREGr"	0.424172	0.788828	1
17	4	49	3	0.6732	"RANREGr"	0.424172	0.249028	1
17	4	59	2	0.8802	"RANREGr"	0.424172	0.456028	2
17	4	64	1	0.724	"RANREGr"	0.424172	0.299828	2
17	4	73	3	0.911	"RANREGr"	0.424172	0.486828	2
17	4	78	1	0.5234	"RANREGr"	0.424172	0.0992280000000001	3
17	4	82	3	1.0054	"RANREGr"	0.424172	0.581228	3
17	4	13	4	1.4198	"REPinRANr"	0.424172	0.995628	1
17	4	25	6	1.6595	"REPinRANr"	0.424172	1.235328	2
17	4	43	6	1.3211	"REPinRANr"	0.424172	0.896928	3
17	4	5	3	1.0092	"RANREG"	0.424172	0.585028	1
17	4	10	14	0.9347	"RANREG"	0.424172	0.510528	1
17	4	24	53	0.943	"RANREG"	0.424172	0.518828	1
17	4	33	7	1.3631	"RANREG"	0.424172	0.938928	2
17	4	35	40	1.288	"RANREG"	0.424172	0.863828	2
17	4	37	43	1.3302	"RANREG"	0.424172	0.906028	2
17	4	69	4	0.6712	"RANREG"	0.424172	0.247028	3
17	4	20	9	1.3773	"REPinRAN"	0.424172	0.953128	1
17	4	31	26	1.4903	"REPinRAN"	0.424172	1.066128	1
17	4	32	29	1.6088	"REPinRAN"	0.424172	1.184628	2
17	4	39	13	1.0016	"REPinRAN"	0.424172	0.577428	2
17	4	44	35	1.4494	"REPinRAN"	0.424172	1.025228	2
17	4	55	14	1.2709	"REPinRAN"	0.424172	0.846728	3
17	5	37	2	0.7981	"RANREGr"	0.424172	0.373928	1
17	5	39	3	0.6377	"RANREGr"	0.424172	0.213528	1
17	5	54	2	0.7126	"RANREGr"	0.424172	0.288428	2
17	5	56	3	0.5854	"RANREGr"	0.424172	0.161228	2
17	5	57	1	0.2994	"RANREGr"	0.424172	-0.124772	3
17	5	63	2	0.7331	"RANREGr"	0.424172	0.308928	3
17	5	68	3	0.751	"RANREGr"	0.424172	0.326828	3
17	5	5	5	1.1478	"REPinRANr"	0.424172	0.723628	1
17	5	18	4	1.1431	"REPinRANr"	0.424172	0.718928	1
17	5	22	6	1.2919	"REPinRANr"	0.424172	0.867728	1
17	5	33	5	1.0762	"REPinRANr"	0.424172	0.652028	2
17	5	36	4	1.0173	"REPinRANr"	0.424172	0.593128	2
17	5	38	6	1.0441	"REPinRANr"	0.424172	0.619928	2
17	5	53	5	1.1902	"REPinRANr"	0.424172	0.766028	3
17	5	60	4	0.9304	"REPinRANr"	0.424172	0.506228	3
17	5	70	6	1.0428	"REPinRANr"	0.424172	0.618628	3
17	5	2	33	0.7708	"RANREG"	0.424172	0.346628	1
17	5	7	11	1.091	"RANREG"	0.424172	0.666828	1
17	5	16	30	0.9193	"RANREG"	0.424172	0.495128	1
17	5	17	18	0.9998	"RANREG"	0.424172	0.575628	2
17	5	19	10	1.1644	"RANREG"	0.424172	0.740228	2
17	5	23	17	0.8862	"RANREG"	0.424172	0.462028	2
17	5	34	21	0.7448	"RANREG"	0.424172	0.320628	3
17	5	43	8	1.0441	"RANREG"	0.424172	0.619928	3
17	5	45	37	0.875	"RANREG"	0.424172	0.450828	3
17	5	49	54	1.2492	"RANREG"	0.424172	0.825028	1
17	5	55	31	0.5494	"RANREG"	0.424172	0.125228	1
17	5	62	6	1.0851	"RANREG"	0.424172	0.660928	1
17	5	65	28	1.1419	"RANREG"	0.424172	0.717728	2
17	5	69	2	0.9352	"RANREG"	0.424172	0.511028	2
17	5	76	46	1.0864	"RANREG"	0.424172	0.662228	2
17	5	79	24	1.1191	"RANREG"	0.424172	0.694928	3
17	5	80	32	1.0525	"RANREG"	0.424172	0.628328	3
17	5	81	9	0.4905	"RANREG"	0.424172	0.0663279999999999	3
18	1	19	1	1.5021	"RANREGr"	0.452468	1.049632	1
18	1	20	2	1.277	"RANREGr"	0.452468	0.824532	1
18	1	21	3	0.9185	"RANREGr"	0.452468	0.466032	1
18	1	28	1	0.8655	"RANREGr"	0.452468	0.413032	2
18	1	31	2	1.1976	"RANREGr"	0.452468	0.745132	2
18	1	37	3	1.2968	"RANREGr"	0.452468	0.844332	2
18	1	41	1	0.8918	"RANREGr"	0.452468	0.439332	3
18	1	66	2	1.2034	"RANREGr"	0.452468	0.750932	3
18	1	81	3	1.4037	"RANREGr"	0.452468	0.951232	3
18	1	9	5	1.5739	"REPinRANr"	0.452468	1.121432	1
18	1	36	5	1.6936	"REPinRANr"	0.452468	1.241132	2
18	1	80	6	1.3946	"REPinRANr"	0.452468	0.942132	3
18	1	5	49	1.4606	"RANREG"	0.452468	1.008132	1
18	1	11	12	1.3599	"RANREG"	0.452468	0.907432	1
18	1	13	54	0.9964	"RANREG"	0.452468	0.543932	2
18	1	32	48	1.3818	"RANREG"	0.452468	0.929332	2
18	1	44	34	1.3906	"RANREG"	0.452468	0.938132	2
18	1	46	46	0.8521	"RANREG"	0.452468	0.399632	3
18	1	48	17	0.6857	"RANREG"	0.452468	0.233232	3
18	1	64	27	1.2676	"RANREG"	0.452468	0.815132	3
18	1	14	35	1.2065	"REPinRAN"	0.452468	0.754032	1
18	1	17	17	1.489	"REPinRAN"	0.452468	1.036532	1
18	1	60	20	1.5363	"REPinRAN"	0.452468	1.083832	2
18	2	6	3	1.3994	"RANREGr"	0.452468	0.946932	1
18	2	33	2	1.1512	"RANREGr"	0.452468	0.698732	1
18	2	41	3	1.5689	"RANREGr"	0.452468	1.116432	2
18	2	48	1	0.9827	"RANREGr"	0.452468	0.530232	2
18	2	53	2	1.1745	"RANREGr"	0.452468	0.722032	2
18	2	55	3	1.4889	"RANREGr"	0.452468	1.036432	3
18	2	63	1	0.9263	"RANREGr"	0.452468	0.473832	3
18	2	80	2	0.8783	"RANREGr"	0.452468	0.425832	3
18	2	7	6	2.1214	"REPinRANr"	0.452468	1.668932	1
18	2	8	4	2.0344	"REPinRANr"	0.452468	1.581932	1
18	2	50	5	1.7668	"REPinRANr"	0.452468	1.314332	2
18	2	82	5	2.0498	"REPinRANr"	0.452468	1.597332	3
18	2	10	6	1.3518	"RANREG"	0.452468	0.899332	1
18	2	13	7	1.0537	"RANREG"	0.452468	0.601232	1
18	2	23	1	1.7051	"RANREG"	0.452468	1.252632	1
18	2	27	42	1.0307	"RANREG"	0.452468	0.578232	2
18	2	30	45	1.1865	"RANREG"	0.452468	0.734032	2
18	2	32	26	1.3483	"RANREG"	0.452468	0.895832	2
18	2	71	5	1.3607	"RANREG"	0.452468	0.908232	3
18	2	16	3	0.4603	"REPinRAN"	0.452468	0.00783200000000001	1
18	2	20	23	1.6221	"REPinRAN"	0.452468	1.169632	1
18	3	7	3	1.3684	"RANREGr"	0.452468	0.915932	1
18	3	46	1	1.5167	"RANREGr"	0.452468	1.064232	1
18	3	49	2	1.2264	"RANREGr"	0.452468	0.773932	1
18	3	59	3	1.3859	"RANREGr"	0.452468	0.933432	2
18	3	64	1	1.0066	"RANREGr"	0.452468	0.554132	2
18	3	73	2	1.1811	"RANREGr"	0.452468	0.728632	2
18	3	75	3	1.3133	"RANREGr"	0.452468	0.860832	3
18	3	78	1	1.1978	"RANREGr"	0.452468	0.745332	3
18	3	82	2	1.317	"RANREGr"	0.452468	0.864532	3
18	3	6	5	1.8832	"REPinRANr"	0.452468	1.430732	1
18	3	13	4	1.405	"REPinRANr"	0.452468	0.952532	1
18	3	40	6	1.4478	"REPinRANr"	0.452468	0.995332	2
18	3	5	33	1.3137	"RANREG"	0.452468	0.861232	1
18	3	10	2	1.2143	"RANREG"	0.452468	0.761832	1
18	3	24	31	1.4716	"RANREG"	0.452468	1.019132	1
18	3	33	13	1.4517	"RANREG"	0.452468	0.999232	2
18	3	35	19	1.3176	"RANREG"	0.452468	0.865132	2
18	3	37	16	0.8441	"RANREG"	0.452468	0.391632	2
18	3	60	40	0.9116	"RANREG"	0.452468	0.459132	3
18	3	69	11	1.0977	"RANREG"	0.452468	0.645232	3
18	3	81	25	1.4628	"RANREG"	0.452468	1.010332	3
18	3	45	32	1.3791	"REPinRAN"	0.452468	0.926632	3
18	4	20	3	1.3708	"RANREGr"	0.452468	0.918332	1
18	4	37	1	0.7785	"RANREGr"	0.452468	0.326032	1
18	4	39	2	0.872	"RANREGr"	0.452468	0.419532	1
18	4	47	3	1.3398	"RANREGr"	0.452468	0.887332	2
18	4	54	1	0.5056	"RANREGr"	0.452468	0.0531320000000001	2
18	4	56	2	0.7605	"RANREGr"	0.452468	0.308032	2
18	4	63	1	0.5848	"RANREGr"	0.452468	0.132332	3
18	4	68	2	0.6992	"RANREGr"	0.452468	0.246732	3
18	4	31	5	1.4492	"REPinRANr"	0.452468	0.996732	1
18	4	46	6	1.6005	"REPinRANr"	0.452468	1.148032	2
18	4	58	4	1.4097	"REPinRANr"	0.452468	0.957232	2
18	4	66	6	0.6764	"REPinRANr"	0.452468	0.223932	3
18	4	73	5	1.8525	"REPinRANr"	0.452468	1.400032	3
18	4	2	24	1.1773	"RANREG"	0.452468	0.724832	1
18	4	16	10	1.0504	"RANREG"	0.452468	0.597932	1
18	4	17	4	1.0837	"RANREG"	0.452468	0.631232	1
18	4	19	52	1.2936	"RANREG"	0.452468	0.841132	2
18	4	43	47	1.2692	"RANREG"	0.452468	0.816732	2
18	4	45	18	0.9664	"RANREG"	0.452468	0.513932	2
18	4	49	50	0.8072	"RANREG"	0.452468	0.354732	3
18	4	79	37	0.8405	"RANREG"	0.452468	0.388032	3
18	4	81	28	1.4872	"RANREG"	0.452468	1.034732	3
18	4	18	31	1.4676	"REPinRAN"	0.452468	1.015132	1
18	4	38	27	1.3261	"REPinRAN"	0.452468	0.873632	2
18	4	70	28	1.4331	"REPinRAN"	0.452468	0.980632	3
18	5	1	2	0.8402	"RANREGr"	0.452468	0.387732	1
18	5	10	3	1.3299	"RANREGr"	0.452468	0.877432	1
18	5	28	1	1.193	"RANREGr"	0.452468	0.740532	1
18	5	40	2	0.8588	"RANREGr"	0.452468	0.406332	2
18	5	46	3	0.7095	"RANREGr"	0.452468	0.257032	2
18	5	47	1	0.6204	"RANREGr"	0.452468	0.167932	2
18	5	53	2	0.8083	"RANREGr"	0.452468	0.355832	3
18	5	58	3	1.2839	"RANREGr"	0.452468	0.831432	3
18	5	73	1	0.6561	"RANREGr"	0.452468	0.203632	3
18	5	17	6	1.4849	"REPinRANr"	0.452468	1.032432	1
18	5	25	4	0.9237	"REPinRANr"	0.452468	0.471232	1
18	5	30	5	0.7784	"REPinRANr"	0.452468	0.325932	1
18	5	32	6	1.2139	"REPinRANr"	0.452468	0.761432	2
18	5	48	4	1.1492	"REPinRANr"	0.452468	0.696732	2
18	5	59	5	0.7322	"REPinRANr"	0.452468	0.279732	2
18	5	76	6	0.6611	"REPinRANr"	0.452468	0.208632	3
18	5	80	4	1.2704	"REPinRANr"	0.452468	0.817932	3
18	5	81	5	1.2604	"REPinRANr"	0.452468	0.807932	3
18	5	9	36	1.0779	"RANREG"	0.452468	0.625432	1
18	5	13	43	1.347	"RANREG"	0.452468	0.894532	1
18	5	14	53	1.5192	"RANREG"	0.452468	1.066732	1
18	5	18	21	1.3703	"RANREG"	0.452468	0.917832	2
18	5	22	29	1.2276	"RANREG"	0.452468	0.775132	2
18	5	27	32	1.3134	"RANREG"	0.452468	0.860932	2
18	5	31	15	1.2683	"RANREG"	0.452468	0.815832	3
18	5	34	51	0.997	"RANREG"	0.452468	0.544532	3
18	5	36	23	1.2031	"RANREG"	0.452468	0.750632	1
18	5	41	3	1.3362	"RANREG"	0.452468	0.883732	1
18	5	45	9	0.5858	"RANREG"	0.452468	0.133332	1
18	5	50	35	0.9294	"RANREG"	0.452468	0.476932	2
18	5	55	14	1.59	"RANREG"	0.452468	1.137532	2
18	5	62	30	0.9957	"RANREG"	0.452468	0.543232	3
18	5	64	41	0.9602	"RANREG"	0.452468	0.507732	3
18	5	69	22	0.8171	"RANREG"	0.452468	0.364632	3
19	1	20	2	1.3851	"RANREGr"	0.454728	0.930372	1
19	1	21	1	1.2888	"RANREGr"	0.454728	0.834072	1
19	1	31	2	0.643	"RANREGr"	0.454728	0.188272	2
19	1	37	1	1.2614	"RANREGr"	0.454728	0.806672	2
19	1	81	1	1.2789	"RANREGr"	0.454728	0.824172	3
19	1	24	4	0.0451	"REPinRANr"	0.454728	-0.409628	1
19	1	39	4	1.3993	"REPinRANr"	0.454728	0.944572	2
19	1	73	6	1.2976	"REPinRANr"	0.454728	0.842872	3
19	1	77	4	1.5927	"REPinRANr"	0.454728	1.137972	3
19	1	80	5	1.6078	"REPinRANr"	0.454728	1.153072	3
19	1	3	6	1.4639	"RANREG"	0.454728	1.009172	1
19	1	5	36	1.0677	"RANREG"	0.454728	0.612972	1
19	1	13	5	1.1054	"RANREG"	0.454728	0.650672	2
19	1	48	28	1.117	"RANREG"	0.454728	0.662272	3
19	1	64	53	1.35	"RANREG"	0.454728	0.895272	3
19	1	42	35	2.0327	"REPinRAN"	0.454728	1.577972	2
19	1	76	7	1.4463	"REPinRAN"	0.454728	0.991572	3
19	2	6	1	1.3126	"RANREGr"	0.454728	0.857872	1
19	2	41	1	1.2467	"RANREGr"	0.454728	0.791972	2
19	2	48	2	1.3637	"RANREGr"	0.454728	0.908972	2
19	2	53	3	1.3873	"RANREGr"	0.454728	0.932572	2
19	2	55	1	1.2947	"RANREGr"	0.454728	0.839972	3
19	2	80	3	0.8145	"RANREGr"	0.454728	0.359772	3
19	2	26	4	1.9641	"REPinRANr"	0.454728	1.509372	1
19	2	37	5	1.4531	"REPinRANr"	0.454728	0.998372	2
19	2	50	4	1.3966	"REPinRANr"	0.454728	0.941872	2
19	2	81	5	1.8311	"REPinRANr"	0.454728	1.376372	3
19	2	10	25	1.1405	"RANREG"	0.454728	0.685772	1
19	2	13	32	1.2944	"RANREG"	0.454728	0.839672	1
19	2	23	49	2.1102	"RANREG"	0.454728	1.655472	1
19	2	27	48	1.4029	"RANREG"	0.454728	0.948172	2
19	2	30	9	1.5222	"RANREG"	0.454728	1.067472	2
19	2	32	26	1.1373	"RANREG"	0.454728	0.682572	2
19	2	59	4	0.8718	"RANREG"	0.454728	0.417072	3
19	2	71	35	1.4883	"RANREG"	0.454728	1.033572	3
19	2	16	25	1.8013	"REPinRAN"	0.454728	1.346572	1
19	2	17	22	1.3725	"REPinRAN"	0.454728	0.917772	1
19	2	22	34	1.4963	"REPinRAN"	0.454728	1.041572	2
19	2	34	12	1.487	"REPinRAN"	0.454728	1.032272	2
19	2	36	19	1.7105	"REPinRAN"	0.454728	1.255772	3
19	2	57	28	1.2146	"REPinRAN"	0.454728	0.759872	3
19	3	7	2	1.049	"RANREGr"	0.454728	0.594272	1
19	3	46	3	1.5778	"RANREGr"	0.454728	1.123072	1
19	3	49	1	1.0622	"RANREGr"	0.454728	0.607472	1
19	3	64	3	2.007	"RANREGr"	0.454728	1.552272	2
19	3	73	1	0.9948	"RANREGr"	0.454728	0.540072	2
19	3	78	3	1.427	"RANREGr"	0.454728	0.972272	3
19	3	82	1	0.994	"RANREGr"	0.454728	0.539272	3
19	3	13	5	1.3896	"REPinRANr"	0.454728	0.934872	1
19	3	25	4	1.7689	"REPinRANr"	0.454728	1.314172	2
19	3	34	5	1.5086	"REPinRANr"	0.454728	1.053872	2
19	3	40	6	1.8098	"REPinRANr"	0.454728	1.355072	2
19	3	43	4	1.5749	"REPinRANr"	0.454728	1.120172	3
19	3	67	5	2.2677	"REPinRANr"	0.454728	1.812972	3
19	3	5	13	1.3514	"RANREG"	0.454728	0.896672	1
19	3	10	23	0.8882	"RANREG"	0.454728	0.433472	1
19	3	24	44	1.2528	"RANREG"	0.454728	0.798072	1
19	3	33	12	1.3498	"RANREG"	0.454728	0.895072	2
19	3	35	24	1.3289	"RANREG"	0.454728	0.874172	2
19	3	37	2	1.3517	"RANREG"	0.454728	0.896972	2
19	3	60	18	1.0554	"RANREG"	0.454728	0.600672	3
19	3	69	31	1.2021	"RANREG"	0.454728	0.747372	3
19	3	81	34	0.7514	"RANREG"	0.454728	0.296672	3
19	3	20	4	1.6623	"REPinRAN"	0.454728	1.207572	1
19	3	32	32	1.4012	"REPinRAN"	0.454728	0.946472	2
19	3	39	29	0.8174	"REPinRAN"	0.454728	0.362672	2
19	3	44	27	2.0309	"REPinRAN"	0.454728	1.576172	2
19	4	20	1	1.0681	"RANREGr"	0.454728	0.613372	1
19	4	37	3	1.1296	"RANREGr"	0.454728	0.674872	1
19	4	47	1	0.5888	"RANREGr"	0.454728	0.134072	2
19	4	54	3	1.4598	"RANREGr"	0.454728	1.005072	2
19	4	56	2	1.0786	"RANREGr"	0.454728	0.623872	2
19	4	57	1	1.184	"RANREGr"	0.454728	0.729272	3
19	4	63	3	1.3405	"RANREGr"	0.454728	0.885772	3
19	4	68	2	0.7722	"RANREGr"	0.454728	0.317472	3
19	4	14	4	1.3957	"REPinRANr"	0.454728	0.940972	1
19	4	31	5	1.3621	"REPinRANr"	0.454728	0.907372	1
19	4	61	5	1.33	"REPinRANr"	0.454728	0.875272	2
19	4	66	4	1.7711	"REPinRANr"	0.454728	1.316372	3
19	4	2	52	1.3061	"RANREG"	0.454728	0.851372	1
19	4	16	41	1.3234	"RANREG"	0.454728	0.868672	1
19	4	17	15	1.0392	"RANREG"	0.454728	0.584472	1
19	4	43	40	1.2423	"RANREG"	0.454728	0.787572	2
19	4	45	21	1.0099	"RANREG"	0.454728	0.555172	2
19	4	49	29	1.4956	"RANREG"	0.454728	1.040872	3
19	4	79	14	1.2402	"RANREG"	0.454728	0.785472	3
19	4	81	42	1.2574	"RANREG"	0.454728	0.802672	3
19	4	5	17	1.3415	"REPinRAN"	0.454728	0.886772	1
19	4	18	24	1.3677	"REPinRAN"	0.454728	0.912972	1
19	4	22	1	1.2545	"REPinRAN"	0.454728	0.799772	1
19	4	33	11	1.5578	"REPinRAN"	0.454728	1.103072	2
19	4	38	31	1.6852	"REPinRAN"	0.454728	1.230472	2
19	5	1	2	0.7289	"RANREGr"	0.454728	0.274172	1
19	5	10	1	1.3149	"RANREGr"	0.454728	0.860172	1
19	5	28	3	0.8008	"RANREGr"	0.454728	0.346072	1
19	5	46	1	0.9125	"RANREGr"	0.454728	0.457772	2
19	5	47	3	0.6057	"RANREGr"	0.454728	0.150972	2
19	5	53	2	0.6779	"RANREGr"	0.454728	0.223172	3
19	5	58	1	0.8445	"RANREGr"	0.454728	0.389772	3
19	5	73	3	1.2626	"RANREGr"	0.454728	0.807872	3
19	5	17	4	0.6924	"REPinRANr"	0.454728	0.237672	1
19	5	25	5	0.8256	"REPinRANr"	0.454728	0.370872	1
19	5	30	6	0.9161	"REPinRANr"	0.454728	0.461372	1
19	5	32	4	0.7389	"REPinRANr"	0.454728	0.284172	2
19	5	48	5	1.3659	"REPinRANr"	0.454728	0.911172	2
19	5	59	6	1.1313	"REPinRANr"	0.454728	0.676572	2
19	5	76	4	0.9874	"REPinRANr"	0.454728	0.532672	3
19	5	80	5	1.0864	"REPinRANr"	0.454728	0.631672	3
19	5	81	6	1.1626	"REPinRANr"	0.454728	0.707872	3
19	5	9	16	0.9785	"RANREG"	0.454728	0.523772	1
19	5	13	33	1.0195	"RANREG"	0.454728	0.564772	1
19	5	14	43	0.7109	"RANREG"	0.454728	0.256172	1
19	5	18	54	0.7109	"RANREG"	0.454728	0.256172	2
19	5	22	17	1.3544	"RANREG"	0.454728	0.899672	2
19	5	27	46	1.0939	"RANREG"	0.454728	0.639172	2
19	5	31	7	0.9665	"RANREG"	0.454728	0.511772	3
19	5	34	20	0.6435	"RANREG"	0.454728	0.188772	3
19	5	35	1	0.4777	"RANREG"	0.454728	0.022972	3
19	5	36	38	0.9436	"RANREG"	0.454728	0.488872	1
19	5	41	47	0.9485	"RANREG"	0.454728	0.493772	1
19	5	45	51	0.2849	"RANREG"	0.454728	-0.169828	1
19	5	50	50	1.5121	"RANREG"	0.454728	1.057372	2
19	5	55	3	1.108	"RANREG"	0.454728	0.653272	2
19	5	57	10	0.8313	"RANREG"	0.454728	0.376572	2
19	5	62	30	1.2254	"RANREG"	0.454728	0.770672	3
19	5	64	22	0.8599	"RANREG"	0.454728	0.405172	3
19	5	69	19	0.83	"RANREG"	0.454728	0.375272	3
2	1	1	3	1.3971	"RANREGr"	0.374964	1.022136	1
2	1	12	1	1.141	"RANREGr"	0.374964	0.766036	1
2	1	23	2	0.7644	"RANREGr"	0.374964	0.389436	1
2	1	45	3	1.2572	"RANREGr"	0.374964	0.882236	2
2	1	60	1	-0.3081	"RANREGr"	0.374964	-0.683064	2
2	1	61	2	0.8215	"RANREGr"	0.374964	0.446536	2
2	1	67	3	1.3339	"RANREGr"	0.374964	0.958936	3
2	1	71	1	0.7126	"RANREGr"	0.374964	0.337636	3
2	1	80	2	0.7594	"RANREGr"	0.374964	0.384436	3
2	1	16	4	1.2914	"REPinRANr"	0.374964	0.916436	1
2	1	24	6	1.3901	"REPinRANr"	0.374964	1.015136	2
2	1	63	5	1.4023	"REPinRANr"	0.374964	1.027336	3
2	1	79	4	1.2438	"REPinRANr"	0.374964	0.868836	3
2	1	4	42	1.4209	"RANREG"	0.374964	1.045936	1
2	1	11	54	0.3299	"RANREG"	0.374964	-0.0450639999999999	1
2	1	22	53	0.0971	"RANREG"	0.374964	-0.277864	2
2	1	25	10	-0.0265	"RANREG"	0.374964	-0.401464	2
2	1	42	3	0.8813	"RANREG"	0.374964	0.506336	2
2	1	46	28	0.7562	"RANREG"	0.374964	0.381236	3
2	1	69	52	1.8164	"RANREG"	0.374964	1.441436	3
2	1	26	11	1.3201	"REPinRAN"	0.374964	0.945136	1
2	1	30	26	1.0211	"REPinRAN"	0.374964	0.646136	2
2	1	72	12	0.5497	"REPinRAN"	0.374964	0.174736	3
2	1	73	32	1.2083	"REPinRAN"	0.374964	0.833336	3
2	1	77	22	0.8277	"REPinRAN"	0.374964	0.452736	3
2	2	5	3	1.3372	"RANREGr"	0.374964	0.962236	1
2	2	10	1	1.292	"RANREGr"	0.374964	0.917036	1
2	2	15	2	0.9518	"RANREGr"	0.374964	0.576836	1
2	2	29	3	0.977	"RANREGr"	0.374964	0.602036	2
2	2	41	1	1.194	"RANREGr"	0.374964	0.819036	2
2	2	42	2	0.7124	"RANREGr"	0.374964	0.337436	2
2	2	43	3	0.669	"RANREGr"	0.374964	0.294036	3
