"subj"	"block"	"trialN"	"setID"	"RTss"	"cond"	"bsl"	"RTadj"	"rep"
13	2	48	43	0.4795	"RANREG"	0.633164	-0.153664	3
13	2	14	8	1.2621	"REPinRAN"	0.633164	0.628936	1
13	3	15	2	1.2634	"RANREGr"	0.633164	0.630236	1
13	3	33	3	0.8289	"RANREGr"	0.633164	0.195736	1
13	3	53	3	1.1574	"RANREGr"	0.633164	0.524236	2
13	3	55	1	1.3051	"RANREGr"	0.633164	0.671936	3
13	3	63	2	1.2301	"RANREGr"	0.633164	0.596936	3
13	3	80	3	1.0045	"RANREGr"	0.633164	0.371336	3
13	3	50	5	1.3219	"REPinRANr"	0.633164	0.688736	2
13	3	82	5	1.178	"REPinRANr"	0.633164	0.544836	3
13	3	10	42	0.795	"RANREG"	0.633164	0.161836	1
13	3	13	18	0.8138	"RANREG"	0.633164	0.180636	1
13	3	23	1	1.1821	"RANREG"	0.633164	0.548936	1
13	3	27	6	0.9253	"RANREG"	0.633164	0.292136	2
13	3	30	31	0.8396	"RANREG"	0.633164	0.206436	2
13	3	32	15	1.858	"RANREG"	0.633164	1.224836	2
13	3	49	50	0.684	"RANREG"	0.633164	0.050836	3
13	3	59	44	1.6917	"RANREG"	0.633164	1.058536	3
13	3	71	32	1.5334	"RANREG"	0.633164	0.900236	3
13	3	17	22	1.2563	"REPinRAN"	0.633164	0.623136	1
13	3	34	28	0.6662	"REPinRAN"	0.633164	0.0330360000000001	2
13	3	36	32	1.4544	"REPinRAN"	0.633164	0.821236	3
13	4	7	3	1.3075	"RANREGr"	0.633164	0.674336	1
13	4	46	1	1.287	"RANREGr"	0.633164	0.653836	1
13	4	49	2	1.5243	"RANREGr"	0.633164	0.891136	1
13	4	59	3	1.2797	"RANREGr"	0.633164	0.646536	2
13	4	64	1	0.9703	"RANREGr"	0.633164	0.337136	2
13	4	73	2	0.8758	"RANREGr"	0.633164	0.242636	2
13	4	75	3	1.3269	"RANREGr"	0.633164	0.693736	3
13	4	82	2	1.4104	"RANREGr"	0.633164	0.777236	3
13	4	13	5	1.4538	"REPinRANr"	0.633164	0.820636	1
13	4	34	5	1.1496	"REPinRANr"	0.633164	0.516436	2
13	4	67	5	1.1577	"REPinRANr"	0.633164	0.524536	3
13	4	5	10	1.5279	"RANREG"	0.633164	0.894736	1
13	4	10	30	1.139	"RANREG"	0.633164	0.505836	1
13	4	24	16	1.2811	"RANREG"	0.633164	0.647936	1
13	4	33	4	0.946	"RANREG"	0.633164	0.312836	2
13	4	35	5	1.2855	"RANREG"	0.633164	0.652336	2
13	4	37	25	1.5074	"RANREG"	0.633164	0.874236	2
13	5	20	1	1.1288	"RANREGr"	0.633164	0.495636	1
13	5	37	2	1.4014	"RANREGr"	0.633164	0.768236	1
13	5	39	3	1.5478	"RANREGr"	0.633164	0.914636	1
13	5	47	1	1.3311	"RANREGr"	0.633164	0.697936	2
13	5	54	2	1.7925	"RANREGr"	0.633164	1.159336	2
13	5	56	3	1.411	"RANREGr"	0.633164	0.777836	2
13	5	57	1	1.3478	"RANREGr"	0.633164	0.714636	3
13	5	63	2	1.2784	"RANREGr"	0.633164	0.645236	3
13	5	68	3	1.0668	"RANREGr"	0.633164	0.433636	3
13	5	5	5	0.9745	"REPinRANr"	0.633164	0.341336	1
13	5	18	6	1.0293	"REPinRANr"	0.633164	0.396136	1
13	5	36	6	1.4293	"REPinRANr"	0.633164	0.796136	2
13	5	53	5	1.2336	"REPinRANr"	0.633164	0.600436	3
13	5	70	4	1.5642	"REPinRANr"	0.633164	0.931036	3
13	5	2	39	1.2766	"RANREG"	0.633164	0.643436	1
13	5	7	35	1.2797	"RANREG"	0.633164	0.646536	1
13	5	17	12	1.2763	"RANREG"	0.633164	0.643136	2
13	5	19	27	1.4874	"RANREG"	0.633164	0.854236	2
13	5	34	53	1.4387	"RANREG"	0.633164	0.805536	3
13	5	45	7	1.3279	"RANREG"	0.633164	0.694736	3
13	5	62	26	1.3712	"RANREG"	0.633164	0.738036	1
13	5	69	9	1.6635	"RANREG"	0.633164	1.030336	2
13	5	79	41	1.9673	"RANREG"	0.633164	1.334136	3
14	1	29	2	0.7256	"RANREGr"	0.53194	0.19366	1
14	1	31	1	1.1657	"RANREGr"	0.53194	0.63376	1
14	1	32	3	0.2419	"RANREGr"	0.53194	-0.29004	2
14	1	45	1	0.9651	"RANREGr"	0.53194	0.43316	2
14	1	48	3	0.9698	"RANREGr"	0.53194	0.43786	3
14	1	58	2	1.0402	"RANREGr"	0.53194	0.50826	3
14	1	74	1	1.5675	"RANREGr"	0.53194	1.03556	3
14	1	59	4	1.4761	"REPinRANr"	0.53194	0.94416	2
14	1	73	5	0.9642	"REPinRANr"	0.53194	0.43226	3
14	1	80	4	1.158	"REPinRANr"	0.53194	0.62606	3
14	1	12	17	1.1612	"RANREG"	0.53194	0.62926	1
14	1	65	20	1.6085	"RANREG"	0.53194	1.07656	2
14	1	70	47	1.0684	"RANREG"	0.53194	0.53646	3
14	1	71	41	0.859	"RANREG"	0.53194	0.32706	3
14	1	77	1	0.2899	"RANREG"	0.53194	-0.24204	3
14	1	67	22	1.1668	"REPinRAN"	0.53194	0.63486	3
14	2	19	1	0.704	"RANREGr"	0.53194	0.17206	1
14	2	20	2	1.0078	"RANREGr"	0.53194	0.47586	1
14	2	21	3	1.2324	"RANREGr"	0.53194	0.70046	1
14	2	28	1	0.5414	"RANREGr"	0.53194	0.00946000000000013	2
14	2	31	2	0.8406	"RANREGr"	0.53194	0.30866	2
14	2	37	3	0.9718	"RANREGr"	0.53194	0.43986	2
14	2	41	1	0.674	"RANREGr"	0.53194	0.14206	3
14	2	66	2	0.7131	"RANREGr"	0.53194	0.18116	3
14	2	81	3	0.92	"RANREGr"	0.53194	0.38806	3
14	2	67	4	0.7987	"REPinRANr"	0.53194	0.26676	2
14	2	80	4	1.3869	"REPinRANr"	0.53194	0.85496	3
14	2	3	52	1.2089	"RANREG"	0.53194	0.67696	1
14	2	5	12	0.8717	"RANREG"	0.53194	0.33976	1
14	2	11	2	1.4707	"RANREG"	0.53194	0.93876	1
14	2	32	35	0.8466	"RANREG"	0.53194	0.31466	2
14	2	48	36	1.2272	"RANREG"	0.53194	0.69526	3
14	2	64	29	1.399	"RANREG"	0.53194	0.86706	3
14	2	42	31	1.3851	"REPinRAN"	0.53194	0.85316	2
14	2	61	36	1.3747	"REPinRAN"	0.53194	0.84276	3
14	3	6	2	0.7673	"RANREGr"	0.53194	0.23536	1
14	3	15	3	1.4977	"RANREGr"	0.53194	0.96576	1
14	3	33	1	0.8535	"RANREGr"	0.53194	0.32156	1
14	3	41	2	0.8286	"RANREGr"	0.53194	0.29666	2
14	3	48	3	0.7536	"RANREGr"	0.53194	0.22166	2
14	3	53	1	1.4838	"RANREGr"	0.53194	0.95186	2
14	3	55	2	0.9736	"RANREGr"	0.53194	0.44166	3
14	3	63	3	0.6336	"RANREGr"	0.53194	0.10166	3
14	3	80	1	0.5109	"RANREGr"	0.53194	-0.0210400000000001	3
14	3	7	6	0.3159	"REPinRANr"	0.53194	-0.21604	1
14	3	8	5	1.0191	"REPinRANr"	0.53194	0.48716	1
14	3	26	4	0.2	"REPinRANr"	0.53194	-0.33194	1
14	3	50	4	0.8809	"REPinRANr"	0.53194	0.34896	2
14	3	68	6	0.9584	"REPinRANr"	0.53194	0.42646	3
14	3	82	4	1.3168	"REPinRANr"	0.53194	0.78486	3
14	3	10	6	1.4765	"RANREG"	0.53194	0.94456	1
14	3	13	46	0.6721	"RANREG"	0.53194	0.14016	1
14	3	30	3	0.9713	"RANREG"	0.53194	0.43936	2
14	3	32	53	1.2113	"RANREG"	0.53194	0.67936	2
14	3	49	16	1.1101	"RANREG"	0.53194	0.57816	3
14	3	59	19	1.6638	"RANREG"	0.53194	1.13186	3
14	3	71	43	1.162	"RANREG"	0.53194	0.63006	3
14	3	21	25	0.5977	"REPinRAN"	0.53194	0.06576	2
14	3	22	21	1.315	"REPinRAN"	0.53194	0.78306	2
14	3	36	7	1.1679	"REPinRAN"	0.53194	0.63596	3
14	3	57	13	0.3959	"REPinRAN"	0.53194	-0.13604	3
14	4	7	3	0.726	"RANREGr"	0.53194	0.19406	1
14	4	46	2	1.0017	"RANREGr"	0.53194	0.46976	1
14	4	49	1	0.8665	"RANREGr"	0.53194	0.33456	1
14	4	59	3	1.1174	"RANREGr"	0.53194	0.58546	2
14	4	64	2	0.6754	"RANREGr"	0.53194	0.14346	2
14	4	73	1	0.5056	"RANREGr"	0.53194	-0.0263399999999999	2
14	4	75	3	1.023	"RANREGr"	0.53194	0.49106	3
14	4	82	1	0.4984	"RANREGr"	0.53194	-0.03354	3
14	4	25	4	0.4355	"REPinRANr"	0.53194	-0.09644	2
14	4	34	6	0.0201	"REPinRANr"	0.53194	-0.51184	2
14	4	5	21	1.2503	"RANREG"	0.53194	0.71836	1
14	4	24	33	0.9714	"RANREG"	0.53194	0.43946	1
14	4	33	9	0.631	"RANREG"	0.53194	0.09906	2
14	4	35	8	0.91	"RANREG"	0.53194	0.37806	2
14	4	37	27	0.1187	"RANREG"	0.53194	-0.41324	2
14	4	60	26	1.0096	"RANREG"	0.53194	0.47766	3
14	4	69	23	0.9411	"RANREG"	0.53194	0.40916	3
14	4	20	35	1.0416	"REPinRAN"	0.53194	0.50966	1
14	4	32	24	1.238	"REPinRAN"	0.53194	0.70606	2
14	4	39	28	1.2014	"REPinRAN"	0.53194	0.66946	2
14	4	76	2	1.2143	"REPinRAN"	0.53194	0.68236	3
14	5	20	1	0.462	"RANREGr"	0.53194	-0.06994	1
14	5	37	3	0.4975	"RANREGr"	0.53194	-0.0344399999999999	1
14	5	39	2	1.4219	"RANREGr"	0.53194	0.88996	1
14	5	47	1	0.8065	"RANREGr"	0.53194	0.27456	2
14	5	56	2	1.0248	"RANREGr"	0.53194	0.49286	2
14	5	57	1	0.6598	"RANREGr"	0.53194	0.12786	3
14	5	63	3	0.4685	"RANREGr"	0.53194	-0.0634400000000001	3
14	5	68	2	1.1247	"RANREGr"	0.53194	0.59276	3
14	5	5	4	0.8758	"REPinRANr"	0.53194	0.34386	1
14	5	18	6	1.2395	"REPinRANr"	0.53194	0.70756	1
14	5	22	5	0.9325	"REPinRANr"	0.53194	0.40056	1
14	5	33	4	1.1613	"REPinRANr"	0.53194	0.62936	2
14	5	36	6	0.4471	"REPinRANr"	0.53194	-0.0848399999999999	2
14	5	38	5	0.1445	"REPinRANr"	0.53194	-0.38744	2
14	5	53	4	0.0329999999999999	"REPinRANr"	0.53194	-0.49894	3
14	5	70	5	0.9114	"REPinRANr"	0.53194	0.37946	3
14	5	2	28	0.5	"RANREG"	0.53194	-0.03194	1
14	5	16	31	0.7901	"RANREG"	0.53194	0.25816	1
14	5	17	5	0.8298	"RANREG"	0.53194	0.29786	2
14	5	19	4	1.033	"RANREG"	0.53194	0.50106	2
14	5	23	39	1.51	"RANREG"	0.53194	0.97806	2
14	5	34	10	1.3696	"RANREG"	0.53194	0.83766	3
14	5	43	42	0.6774	"RANREG"	0.53194	0.14546	3
14	5	45	32	0.9839	"RANREG"	0.53194	0.45196	3
14	5	49	18	1.2498	"RANREG"	0.53194	0.71786	1
14	5	55	37	0.9304	"RANREG"	0.53194	0.39846	1
14	5	62	22	0.7485	"RANREG"	0.53194	0.21656	1
14	5	65	38	0.871	"RANREG"	0.53194	0.33906	2
14	5	76	45	1.3864	"RANREG"	0.53194	0.85446	2
14	5	80	48	0.8164	"RANREG"	0.53194	0.28446	3
14	5	81	40	1.3147	"RANREG"	0.53194	0.78276	3
15	1	5	2	0.7532	"RANREGr"	0.410291666666667	0.342908333333333	1
15	1	29	3	1.4519	"RANREGr"	0.410291666666667	1.04160833333333	1
15	1	32	2	1.1979	"RANREGr"	0.410291666666667	0.787608333333333	2
15	1	44	3	1.3918	"RANREGr"	0.410291666666667	0.981508333333333	2
15	1	45	1	0.6423	"RANREGr"	0.410291666666667	0.232008333333333	2
15	1	48	2	0.5364	"RANREGr"	0.410291666666667	0.126108333333333	3
15	1	58	3	0.9656	"RANREGr"	0.410291666666667	0.555308333333333	3
15	1	74	1	1.2284	"RANREGr"	0.410291666666667	0.818108333333333	3
15	1	15	4	1.025	"REPinRANr"	0.410291666666667	0.614708333333333	1
15	1	59	6	0.9141	"REPinRANr"	0.410291666666667	0.503808333333333	2
15	1	73	4	1.3921	"REPinRANr"	0.410291666666667	0.981808333333333	3
15	1	2	41	1.0583	"RANREG"	0.410291666666667	0.648008333333333	1
15	1	12	37	0.7878	"RANREG"	0.410291666666667	0.377508333333333	1
15	1	34	35	0.8315	"RANREG"	0.410291666666667	0.421208333333333	1
15	1	35	49	1.0823	"RANREG"	0.410291666666667	0.672008333333333	2
15	1	40	38	1.0689	"RANREG"	0.410291666666667	0.658608333333333	2
15	1	65	10	1.5795	"RANREG"	0.410291666666667	1.16920833333333	2
15	1	71	39	0.66	"RANREG"	0.410291666666667	0.249708333333333	3
15	1	77	22	0.5939	"RANREG"	0.410291666666667	0.183608333333333	3
15	1	47	12	0.8982	"REPinRAN"	0.410291666666667	0.487908333333333	1
15	1	52	32	0.7473	"REPinRAN"	0.410291666666667	0.337008333333333	2
15	1	67	33	1.02	"REPinRAN"	0.410291666666667	0.609708333333333	3
15	1	68	19	1.1156	"REPinRAN"	0.410291666666667	0.705308333333333	3
15	2	19	1	0.5733	"RANREGr"	0.410291666666667	0.163008333333333	1
15	2	20	2	0.3547	"RANREGr"	0.410291666666667	-0.0555916666666667	1
15	2	21	3	1.6143	"RANREGr"	0.410291666666667	1.20400833333333	1
15	2	28	1	0.2111	"RANREGr"	0.410291666666667	-0.199191666666667	2
15	2	31	2	0.8443	"RANREGr"	0.410291666666667	0.434008333333333	2
15	2	37	3	1.1224	"RANREGr"	0.410291666666667	0.712108333333333	2
15	2	41	1	0.7724	"RANREGr"	0.410291666666667	0.362108333333333	3
15	2	66	2	0.7638	"RANREGr"	0.410291666666667	0.353508333333333	3
15	2	81	3	1.1348	"RANREGr"	0.410291666666667	0.724508333333333	3
15	2	24	5	1.138	"REPinRANr"	0.410291666666667	0.727708333333333	1
15	2	30	6	1.1257	"REPinRANr"	0.410291666666667	0.715408333333333	1
15	2	73	4	1.5459	"REPinRANr"	0.410291666666667	1.13560833333333	3
15	2	3	51	0.9974	"RANREG"	0.410291666666667	0.587108333333333	1
15	2	5	18	1.1059	"RANREG"	0.410291666666667	0.695608333333333	1
15	2	11	29	0.3929	"RANREG"	0.410291666666667	-0.0173916666666666	1
15	2	13	8	1.0999	"RANREG"	0.410291666666667	0.689608333333333	2
15	2	32	47	0.7039	"RANREG"	0.410291666666667	0.293608333333333	2
15	2	44	31	1.38	"RANREG"	0.410291666666667	0.969708333333333	2
15	2	46	4	1.066	"RANREG"	0.410291666666667	0.655708333333333	3
15	2	48	20	1.2489	"RANREG"	0.410291666666667	0.838608333333333	3
15	2	64	13	0.9012	"RANREG"	0.410291666666667	0.490908333333333	3
15	2	17	7	0.2976	"REPinRAN"	0.410291666666667	-0.112691666666667	1
15	2	42	16	0.993	"REPinRAN"	0.410291666666667	0.582708333333333	2
15	2	52	21	0.7369	"REPinRAN"	0.410291666666667	0.326608333333333	2
15	2	60	17	1.362	"REPinRAN"	0.410291666666667	0.951708333333333	2
15	3	6	1	0.8767	"RANREGr"	0.410291666666667	0.466408333333333	1
15	3	15	3	1.2448	"RANREGr"	0.410291666666667	0.834508333333333	1
15	3	33	2	0.7742	"RANREGr"	0.410291666666667	0.363908333333333	1
15	3	41	1	1.0142	"RANREGr"	0.410291666666667	0.603908333333333	2
15	3	48	3	1.3211	"RANREGr"	0.410291666666667	0.910808333333333	2
15	3	53	2	0.493	"RANREGr"	0.410291666666667	0.0827083333333334	2
15	3	63	3	1.1579	"RANREGr"	0.410291666666667	0.747608333333333	3
15	3	80	2	0.606	"RANREGr"	0.410291666666667	0.195708333333333	3
15	3	26	6	0.8584	"REPinRANr"	0.410291666666667	0.448108333333333	1
15	3	10	44	0.89	"RANREG"	0.410291666666667	0.479708333333333	1
15	3	13	40	2.0282	"RANREG"	0.410291666666667	1.61790833333333	1
15	3	23	30	1.1085	"RANREG"	0.410291666666667	0.698208333333333	1
15	3	27	33	1.0837	"RANREG"	0.410291666666667	0.673408333333333	2
15	3	30	23	1.2308	"RANREG"	0.410291666666667	0.820508333333333	2
15	3	32	1	1.0051	"RANREG"	0.410291666666667	0.594808333333333	2
15	3	49	14	0.8517	"RANREG"	0.410291666666667	0.441408333333333	3
15	3	59	12	0.9744	"RANREG"	0.410291666666667	0.564108333333333	3
15	3	71	7	0.8334	"RANREG"	0.410291666666667	0.423108333333333	3
15	3	16	22	2.1405	"REPinRAN"	0.410291666666667	1.73020833333333	1
15	3	20	29	1.2368	"REPinRAN"	0.410291666666667	0.826508333333333	1
15	3	36	28	2.0982	"REPinRAN"	0.410291666666667	1.68790833333333	3
15	4	46	3	1.0752	"RANREGr"	0.410291666666667	0.664908333333333	1
15	4	49	1	0.9381	"RANREGr"	0.410291666666667	0.527808333333333	1
15	4	59	2	0.7298	"RANREGr"	0.410291666666667	0.319508333333333	2
15	4	64	3	1.1179	"RANREGr"	0.410291666666667	0.707608333333333	2
15	4	73	1	0.8233	"RANREGr"	0.410291666666667	0.413008333333333	2
15	4	75	2	0.5913	"RANREGr"	0.410291666666667	0.181008333333333	3
15	4	78	3	0.9558	"RANREGr"	0.410291666666667	0.545508333333333	3
15	4	82	1	1.2754	"RANREGr"	0.410291666666667	0.865108333333333	3
15	4	6	4	1.0296	"REPinRANr"	0.410291666666667	0.619308333333333	1
15	4	19	6	1.0039	"REPinRANr"	0.410291666666667	0.593608333333333	1
15	4	25	4	1.8332	"REPinRANr"	0.410291666666667	1.42290833333333	2
15	4	40	6	1.332	"REPinRANr"	0.410291666666667	0.921708333333333	2
15	4	43	4	1.8201	"REPinRANr"	0.410291666666667	1.40980833333333	3
15	4	67	5	1.6785	"REPinRANr"	0.410291666666667	1.26820833333333	3
15	4	79	6	1.2112	"REPinRANr"	0.410291666666667	0.800908333333333	3
15	4	5	16	0.7911	"RANREG"	0.410291666666667	0.380808333333333	1
15	4	10	3	1.2811	"RANREG"	0.410291666666667	0.870808333333333	1
15	4	24	17	0.9729	"RANREG"	0.410291666666667	0.562608333333333	1
15	4	33	6	1.164	"RANREG"	0.410291666666667	0.753708333333333	2
15	4	35	48	2.0566	"RANREG"	0.410291666666667	1.64630833333333	2
15	4	37	36	0.7626	"RANREG"	0.410291666666667	0.352308333333333	2
15	4	60	5	1.8355	"RANREG"	0.410291666666667	1.42520833333333	3
15	4	69	15	1.3379	"RANREG"	0.410291666666667	0.927608333333333	3
15	4	81	54	0.8029	"RANREG"	0.410291666666667	0.392608333333333	3
15	4	20	14	1.1055	"REPinRAN"	0.410291666666667	0.695208333333333	1
15	4	39	27	1.7803	"REPinRAN"	0.410291666666667	1.37000833333333	2
15	4	44	30	1.5364	"REPinRAN"	0.410291666666667	1.12610833333333	2
15	4	45	25	1.0325	"REPinRAN"	0.410291666666667	0.622208333333333	3
15	4	55	36	1.0281	"REPinRAN"	0.410291666666667	0.617808333333333	3
15	5	20	2	0.7238	"RANREGr"	0.410291666666667	0.313508333333333	1
15	5	37	3	0.9326	"RANREGr"	0.410291666666667	0.522308333333333	1
15	5	47	2	0.9565	"RANREGr"	0.410291666666667	0.546208333333333	2
15	5	54	3	0.6935	"RANREGr"	0.410291666666667	0.283208333333333	2
15	5	56	1	0.9011	"RANREGr"	0.410291666666667	0.490808333333333	2
15	5	57	2	0.9461	"RANREGr"	0.410291666666667	0.535808333333333	3
15	5	63	3	0.978	"RANREGr"	0.410291666666667	0.567708333333333	3
15	5	68	1	0.9491	"RANREGr"	0.410291666666667	0.538808333333333	3
15	5	5	5	1.0581	"REPinRANr"	0.410291666666667	0.647808333333333	1
15	5	18	6	0.8549	"REPinRANr"	0.410291666666667	0.444608333333333	1
15	5	22	4	1.0576	"REPinRANr"	0.410291666666667	0.647308333333333	1
15	5	33	5	0.9068	"REPinRANr"	0.410291666666667	0.496508333333333	2
15	5	38	4	0.9966	"REPinRANr"	0.410291666666667	0.586308333333333	2
15	5	53	5	0.7404	"REPinRANr"	0.410291666666667	0.330108333333333	3
15	5	60	6	0.4734	"REPinRANr"	0.410291666666667	0.0631083333333334	3
15	5	2	32	0.8116	"RANREG"	0.410291666666667	0.401308333333333	1
15	5	7	42	1.1402	"RANREG"	0.410291666666667	0.729908333333333	1
15	5	16	53	1.2217	"RANREG"	0.410291666666667	0.811408333333333	1
15	5	17	45	0.9756	"RANREG"	0.410291666666667	0.565308333333333	2
15	5	19	24	1.1338	"RANREG"	0.410291666666667	0.723508333333333	2
15	5	23	9	0.9385	"RANREG"	0.410291666666667	0.528208333333333	2
15	5	34	11	0.7738	"RANREG"	0.410291666666667	0.363508333333333	3
15	5	43	50	0.6346	"RANREG"	0.410291666666667	0.224308333333333	3
15	5	45	21	0.9009	"RANREG"	0.410291666666667	0.490608333333333	3
15	5	49	34	1.1038	"RANREG"	0.410291666666667	0.693508333333333	1
15	5	55	2	1.0436	"RANREG"	0.410291666666667	0.633308333333333	1
15	5	62	52	0.8179	"RANREG"	0.410291666666667	0.407608333333333	1
15	5	65	46	0.7134	"RANREG"	0.410291666666667	0.303108333333333	2
15	5	69	28	0.9227	"RANREG"	0.410291666666667	0.512408333333333	2
15	5	76	27	0.6692	"RANREG"	0.410291666666667	0.258908333333333	2
15	5	79	19	0.8682	"RANREG"	0.410291666666667	0.457908333333333	3
15	5	80	43	0.7761	"RANREG"	0.410291666666667	0.365808333333333	3
15	5	81	25	1.3358	"RANREG"	0.410291666666667	0.925508333333333	3
16	1	29	1	1.3538	"RANREGr"	0.514668	0.839132	1
16	1	31	2	1.5313	"RANREGr"	0.514668	1.016632	1
16	1	32	3	1.4463	"RANREGr"	0.514668	0.931632	2
16	1	44	1	0.887	"RANREGr"	0.514668	0.372332	2
16	1	45	2	0.8641	"RANREGr"	0.514668	0.349432	2
16	1	48	3	0.3794	"RANREGr"	0.514668	-0.135268	3
16	1	58	1	0.62	"RANREGr"	0.514668	0.105332	3
16	1	74	2	1.3324	"RANREGr"	0.514668	0.817732	3
16	1	59	5	1.3882	"REPinRANr"	0.514668	0.873532	2
16	1	72	6	1.3018	"REPinRANr"	0.514668	0.787132	2
16	1	80	5	1.2743	"REPinRANr"	0.514668	0.759632	3
16	1	81	6	1.4527	"REPinRANr"	0.514668	0.938032	3
16	1	12	47	1.6309	"RANREG"	0.514668	1.116232	1
16	1	35	2	1.9601	"RANREG"	0.514668	1.445432	2
16	1	40	32	1.0885	"RANREG"	0.514668	0.573832	2
16	1	65	21	1.4035	"RANREG"	0.514668	0.888832	2
16	1	71	5	2.0855	"RANREG"	0.514668	1.570832	3
16	1	77	15	0.6572	"RANREG"	0.514668	0.142532	3
16	1	37	35	2.0364	"REPinRAN"	0.514668	1.521732	1
16	1	47	32	1.3954	"REPinRAN"	0.514668	0.880732	1
16	1	60	21	1.4263	"REPinRAN"	0.514668	0.911632	2
16	1	68	28	1.4223	"REPinRAN"	0.514668	0.907632	3
16	2	19	1	1.3728	"RANREGr"	0.514668	0.858132	1
16	2	20	2	1.3641	"RANREGr"	0.514668	0.849432	1
16	2	21	3	1.4629	"RANREGr"	0.514668	0.948232	1
16	2	28	1	1.5037	"RANREGr"	0.514668	0.989032	2
16	2	31	2	2.3376	"RANREGr"	0.514668	1.822932	2
16	2	41	1	2.4291	"RANREGr"	0.514668	1.914432	3
16	2	66	2	1.0234	"RANREGr"	0.514668	0.508732	3
16	2	81	3	1.3672	"RANREGr"	0.514668	0.852532	3
16	2	39	6	2.0912	"REPinRANr"	0.514668	1.576532	2
16	2	3	17	1.5023	"RANREG"	0.514668	0.987632	1
16	2	5	22	2.286	"RANREG"	0.514668	1.771332	1
16	2	11	35	1.9879	"RANREG"	0.514668	1.473232	1
16	2	13	53	1.575	"RANREG"	0.514668	1.060332	2
16	2	32	4	1.5267	"RANREG"	0.514668	1.012032	2
16	2	46	25	1.4366	"RANREG"	0.514668	0.921932	3
16	2	61	9	1.3017	"REPinRAN"	0.514668	0.787032	3
16	3	6	2	1.3502	"RANREGr"	0.514668	0.835532	1
16	3	33	3	1.6622	"RANREGr"	0.514668	1.147532	1
16	3	41	2	1.1402	"RANREGr"	0.514668	0.625532	2
16	3	53	3	0.8533	"RANREGr"	0.514668	0.338632	2
16	3	55	2	1.1705	"RANREGr"	0.514668	0.655832	3
16	3	80	3	0.8438	"RANREGr"	0.514668	0.329132	3
16	3	37	6	1.6276	"REPinRANr"	0.514668	1.112932	2
16	3	13	29	1.3117	"RANREG"	0.514668	0.797032	1
16	3	30	18	1.693	"RANREG"	0.514668	1.178332	2
16	3	32	26	1.1784	"RANREG"	0.514668	0.663732	2
16	3	49	11	1.4258	"RANREG"	0.514668	0.911132	3
16	3	71	24	1.7822	"RANREG"	0.514668	1.267532	3
16	4	46	2	1.5837	"RANREGr"	0.514668	1.069032	1
16	4	49	3	0.9068	"RANREGr"	0.514668	0.392132	1
16	4	59	1	1.2077	"RANREGr"	0.514668	0.693032	2
16	4	64	2	1.3059	"RANREGr"	0.514668	0.791232	2
16	4	73	3	1.3691	"RANREGr"	0.514668	0.854432	2
16	4	75	1	0.5386	"RANREGr"	0.514668	0.023932	3
16	4	78	2	1.9615	"RANREGr"	0.514668	1.446832	3
16	4	82	3	1.6057	"RANREGr"	0.514668	1.091032	3
16	4	6	6	2.2611	"REPinRANr"	0.514668	1.746432	1
16	4	19	5	2.3017	"REPinRANr"	0.514668	1.787032	1
16	4	25	6	1.6584	"REPinRANr"	0.514668	1.143732	2
16	4	34	4	1.4707	"REPinRANr"	0.514668	0.956032	2
16	4	40	5	1.3042	"REPinRANr"	0.514668	0.789532	2
16	4	67	4	2.1151	"REPinRANr"	0.514668	1.600432	3
16	4	5	41	1.202	"RANREG"	0.514668	0.687332	1
16	4	10	13	2.0981	"RANREG"	0.514668	1.583432	1
16	4	24	45	1.0084	"RANREG"	0.514668	0.493732	1
16	4	33	33	1.2319	"RANREG"	0.514668	0.717232	2
16	4	35	8	1.019	"RANREG"	0.514668	0.504332	2
16	4	37	40	1.8698	"RANREG"	0.514668	1.355132	2
16	4	60	50	0.5335	"RANREG"	0.514668	0.0188320000000001	3
16	4	69	23	1.3489	"RANREG"	0.514668	0.834232	3
16	4	81	14	1.3974	"RANREG"	0.514668	0.882732	3
16	4	20	10	2.2799	"REPinRAN"	0.514668	1.765232	1
16	4	31	20	1.3618	"REPinRAN"	0.514668	0.847132	1
16	4	32	33	1.4484	"REPinRAN"	0.514668	0.933732	2
16	5	20	3	0.6597	"RANREGr"	0.514668	0.145032	1
16	5	37	2	1.3455	"RANREGr"	0.514668	0.830832	1
16	5	54	2	1.2807	"RANREGr"	0.514668	0.766032	2
16	5	56	1	1.3215	"RANREGr"	0.514668	0.806832	2
16	5	57	3	1.3097	"RANREGr"	0.514668	0.795032	3
16	5	63	2	1.0436	"RANREGr"	0.514668	0.528932	3
16	5	68	1	1.4225	"RANREGr"	0.514668	0.907832	3
16	5	5	6	0.9998	"REPinRANr"	0.514668	0.485132	1
16	5	22	4	1.2647	"REPinRANr"	0.514668	0.750032	1
16	5	33	6	1.0976	"REPinRANr"	0.514668	0.582932	2
16	5	36	5	1.1194	"REPinRANr"	0.514668	0.604732	2
16	5	53	6	1.2659	"REPinRANr"	0.514668	0.751232	3
16	5	60	5	0.936	"REPinRANr"	0.514668	0.421332	3
16	5	70	4	1.0554	"REPinRANr"	0.514668	0.540732	3
16	5	7	42	1.3448	"RANREG"	0.514668	0.830132	1
16	5	17	20	1.2624	"RANREG"	0.514668	0.747732	2
16	5	19	28	1.1232	"RANREG"	0.514668	0.608532	2
