"subj"	"block"	"trialN"	"setID"	"RTs"	"cond"	"bsl"	"RTadj"	"RTlog"	"rep"	"day"
"9"	"4"	2	11	2.2334	"RANDREG"	0.30215	1.93125	0.28583849676891	1	"day1"
"9"	"4"	3	85	1.8866	"RANDREG"	0.30215	1.58445	0.199878538845528	1	"day1"
"9"	"4"	7	100	2.3278	"RANDREG"	0.30215	2.02565	0.306564408349157	1	"day1"
"9"	"4"	8	70	1.8828	"RANDREG"	0.30215	1.58065	0.19883571566511	1	"day1"
"9"	"4"	9	30	1.939	"RANDREG"	0.30215	1.63685	0.214008882736876	1	"day1"
"9"	"4"	11	78	2.2398	"RANDREG"	0.30215	1.93765	0.287275332675486	2	"day1"
"9"	"4"	27	92	1.9071	"RANDREG"	0.30215	1.60495	0.205461507107036	2	"day1"
"9"	"4"	34	61	1.7689	"RANDREG"	0.30215	1.46675	0.166356096888369	2	"day1"
"9"	"4"	35	74	1.6494	"RANDREG"	0.30215	1.34725	0.129448192268063	2	"day1"
"9"	"4"	37	38	2.0712	"RANDREG"	0.30215	1.76905	0.247740107877062	2	"day1"
"9"	"4"	43	72	1.6355	"RANDREG"	0.30215	1.33335	0.124944165255395	2	"day1"
"9"	"4"	45	82	2.1371	"RANDREG"	0.30215	1.83495	0.263624234789775	3	"day1"
"9"	"4"	46	105	1.9333	"RANDREG"	0.30215	1.63115	0.212493900449764	3	"day1"
"9"	"4"	47	35	2.3676	"RANDREG"	0.30215	2.06545	0.315014686126003	3	"day1"
"9"	"4"	52	18	2.5352	"RANDREG"	0.30215	2.23305	0.348898447424769	3	"day1"
"9"	"4"	54	14	2.3115	"RANDREG"	0.30215	2.00935	0.303055591217895	3	"day1"
"9"	"4"	5	22	2.4222	"TARGET"	0.30215	2.12005	0.32634610360235	1	"day1"
"9"	"4"	23	52	2.1655	"TARGET"	0.30215	1.86335	0.270294437715416	1	"day1"
"9"	"4"	30	16	1.852	"TARGET"	0.30215	1.54985	0.190289667638275	1	"day1"
"9"	"4"	39	22	1.7485	"TARGET"	0.30215	1.44635	0.160273399926485	2	"day1"
"9"	"4"	41	52	1.579	"TARGET"	0.30215	1.27685	0.106139880819724	2	"day1"
"9"	"4"	42	16	1.9505	"TARGET"	0.30215	1.64835	0.217049432439889	2	"day1"
"9"	"4"	44	22	1.8109	"TARGET"	0.30215	1.50875	0.178617283105406	3	"day1"
"9"	"4"	55	52	1.8725	"TARGET"	0.30215	1.57035	0.195996458860295	3	"day1"
"9"	"4"	59	16	2.0502	"TARGET"	0.30215	1.74805	0.242553850731757	3	"day1"
"9"	"5"	5	45	2.264	"RANDREG"	0.410066666666667	1.85393333333333	0.268094113041475	1	"day1"
"9"	"5"	8	53	2.5473	"RANDREG"	0.410066666666667	2.13723333333333	0.329851939032222	1	"day1"
"9"	"5"	10	79	2.0537	"RANDREG"	0.410066666666667	1.64363333333333	0.215804940289964	1	"day1"
"9"	"5"	11	29	2.1665	"RANDREG"	0.410066666666667	1.75643333333333	0.244631670487327	1	"day1"
"9"	"5"	12	80	2.4709	"RANDREG"	0.410066666666667	2.06083333333333	0.314042870313672	1	"day1"
"9"	"5"	19	60	2.5326	"RANDREG"	0.410066666666667	2.12253333333333	0.326854519348996	1	"day1"
"9"	"5"	31	69	2.5431	"RANDREG"	0.410066666666667	2.13303333333333	0.328997642308132	2	"day1"
"9"	"5"	34	37	2.2173	"RANDREG"	0.410066666666667	1.80723333333333	0.257014228287043	2	"day1"
"9"	"5"	36	48	1.8502	"RANDREG"	0.410066666666667	1.44013333333333	0.158402702685704	2	"day1"
"9"	"5"	45	27	2.1715	"RANDREG"	0.410066666666667	1.76143333333333	0.245866210666078	2	"day1"
"9"	"5"	46	24	1.9749	"RANDREG"	0.410066666666667	1.56483333333333	0.194468088675979	2	"day1"
"9"	"5"	48	12	2.377	"RANDREG"	0.410066666666667	1.96693333333333	0.293789640317853	3	"day1"
"9"	"5"	49	7	1.9875	"RANDREG"	0.410066666666667	1.57743333333333	0.197951013825986	3	"day1"
"9"	"5"	51	71	1.8074	"RANDREG"	0.410066666666667	1.39733333333333	0.145300019256007	3	"day1"
"9"	"5"	53	4	2.0767	"RANDREG"	0.410066666666667	1.66663333333333	0.221840063639857	3	"day1"
"9"	"5"	55	9	1.8012	"RANDREG"	0.410066666666667	1.39113333333333	0.143368756991205	3	"day1"
"9"	"5"	57	46	1.7922	"RANDREG"	0.410066666666667	1.38213333333333	0.140549941111811	3	"day1"
"9"	"5"	2	16	1.97	"TARGET"	0.410066666666667	1.55993333333333	0.193106038364633	1	"day1"
"9"	"5"	7	22	2.3722	"TARGET"	0.410066666666667	1.96213333333333	0.292728515767389	1	"day1"
"9"	"5"	9	52	2.0898	"TARGET"	0.410066666666667	1.67973333333333	0.225240340622153	1	"day1"
"9"	"5"	22	16	1.7798	"TARGET"	0.410066666666667	1.36973333333333	0.136636024722441	2	"day1"
"9"	"5"	26	22	1.9651	"TARGET"	0.410066666666667	1.55503333333333	0.191739702898271	2	"day1"
"9"	"5"	37	52	2.187	"TARGET"	0.410066666666667	1.77693333333333	0.249671134328329	2	"day1"
"9"	"5"	44	16	1.5277	"TARGET"	0.410066666666667	1.11763333333333	0.0482993461007984	3	"day1"
"9"	"5"	50	22	1.7285	"TARGET"	0.410066666666667	1.31843333333333	0.120058174556109	3	"day1"
"9"	"5"	56	52	1.6875	"TARGET"	0.410066666666667	1.27743333333333	0.106338244445931	3	"day1"
"9"	"6"	6	57	1.6855	"RANDREG"	0.3667	1.3188	0.120178938471115	1	"day2"
"9"	"6"	8	73	1.9835	"RANDREG"	0.3667	1.6168	0.208656300507248	1	"day2"
"9"	"6"	10	6	2.4938	"RANDREG"	0.3667	2.1271	0.32778790759305	1	"day2"
"9"	"6"	16	62	2.3012	"RANDREG"	0.3667	1.9345	0.286568734057264	1	"day2"
"9"	"6"	18	17	1.6734	"RANDREG"	0.3667	1.3067	0.116175891100349	1	"day2"
"9"	"6"	20	63	2.6051	"RANDREG"	0.3667	2.2384	0.349937697147752	1	"day2"
"9"	"6"	22	40	1.6146	"RANDREG"	0.3667	1.2479	0.0961797847147985	2	"day2"
"9"	"6"	32	64	2.4738	"RANDREG"	0.3667	2.1071	0.323685147101989	2	"day2"
"9"	"6"	33	16	1.717	"RANDREG"	0.3667	1.3503	0.130430267658141	2	"day2"
"9"	"6"	35	95	1.7995	"RANDREG"	0.3667	1.4328	0.156185572840975	2	"day2"
"9"	"6"	38	67	1.9429	"RANDREG"	0.3667	1.5762	0.197611323169714	2	"day2"
"9"	"6"	42	81	2.5161	"RANDREG"	0.3667	2.1494	0.332317244540979	2	"day2"
"9"	"6"	43	98	1.9391	"RANDREG"	0.3667	1.5724	0.196563035148052	3	"day2"
"9"	"6"	45	47	1.6968	"RANDREG"	0.3667	1.3301	0.123884293460008	3	"day2"
"9"	"6"	47	31	2.522	"RANDREG"	0.3667	2.1553	0.333507728917455	3	"day2"
"9"	"6"	50	90	2.3513	"RANDREG"	0.3667	1.9846	0.297672987019454	3	"day2"
"9"	"6"	54	42	1.8303	"RANDREG"	0.3667	1.4636	0.16542240081457	3	"day2"
"9"	"6"	55	23	1.8578	"RANDREG"	0.3667	1.4911	0.173506770208104	3	"day2"
"9"	"6"	5	52	1.7933	"TARGET"	0.3667	1.4266	0.154302219684664	1	"day2"
"9"	"6"	11	16	1.5454	"TARGET"	0.3667	1.1787	0.0714032835314686	1	"day2"
"9"	"6"	13	22	1.5045	"TARGET"	0.3667	1.1378	0.0560659294317527	1	"day2"
"9"	"6"	21	52	1.5377	"TARGET"	0.3667	1.171	0.0685568950723631	2	"day2"
"9"	"6"	23	16	1.4843	"TARGET"	0.3667	1.1176	0.0482863931061255	2	"day2"
"9"	"6"	28	22	1.656	"TARGET"	0.3667	1.2893	0.110353982664002	2	"day2"
"9"	"6"	51	16	1.4367	"TARGET"	0.3667	1.07	0.0293837776852097	3	"day2"
"9"	"6"	59	22	1.9643	"TARGET"	0.3667	1.5976	0.203468051862646	3	"day2"
"9"	"7"	3	7	1.543	"RANDREG"	0.276	1.267	0.102776614883441	1	"day3"
"9"	"7"	4	17	1.7611	"RANDREG"	0.276	1.4851	0.171755698088238	1	"day3"
"9"	"7"	8	14	1.6522	"RANDREG"	0.276	1.3762	0.138681553510374	1	"day3"
"9"	"7"	11	16	2.1584	"RANDREG"	0.276	1.8824	0.274711914167965	1	"day3"
"9"	"7"	14	9	1.8559	"RANDREG"	0.276	1.5799	0.198629599092019	1	"day3"
"9"	"7"	15	18	1.8587	"RANDREG"	0.276	1.5827	0.199398602359617	2	"day3"
"9"	"7"	16	3	2.3417	"RANDREG"	0.276	2.0657	0.315067249514216	2	"day3"
"9"	"7"	18	2	1.5732	"RANDREG"	0.276	1.2972	0.113006940000935	2	"day3"
"9"	"7"	22	11	1.8631	"RANDREG"	0.276	1.5871	0.200604291644552	2	"day3"
"9"	"7"	27	10	2.3044	"RANDREG"	0.276	2.0284	0.307153601875836	2	"day3"
"9"	"7"	35	15	1.8683	"RANDREG"	0.276	1.5923	0.202024895104038	2	"day3"
"9"	"7"	36	8	1.5938	"RANDREG"	0.276	1.3178	0.119849503211518	3	"day3"
"9"	"7"	51	4	1.7517	"RANDREG"	0.276	1.4757	0.168998077278994	3	"day3"
"9"	"7"	52	1	1.9118	"RANDREG"	0.276	1.6358	0.213730203854842	3	"day3"
"9"	"7"	53	12	1.6273	"RANDREG"	0.276	1.3513	0.130751776765143	3	"day3"
"9"	"7"	56	5	1.8391	"RANDREG"	0.276	1.5631	0.193986763085695	3	"day3"
"9"	"7"	23	22	1.678	"TARGET"	0.276	1.402	0.14674801363064	1	"day3"
"9"	"7"	32	52	1.6193	"TARGET"	0.276	1.3433	0.128173014749728	1	"day3"
"9"	"7"	34	16	1.7559	"TARGET"	0.276	1.4799	0.170232370181804	1	"day3"
"9"	"7"	41	22	1.7716	"TARGET"	0.276	1.4956	0.174815456482182	2	"day3"
"9"	"7"	44	52	1.7592	"TARGET"	0.276	1.4832	0.171199716800422	2	"day3"
"9"	"7"	50	16	1.614	"TARGET"	0.276	1.338	0.126456113431804	2	"day3"
"9"	"7"	58	22	1.4897	"TARGET"	0.276	1.2137	0.084111351940677	3	"day3"
"9"	"7"	59	52	1.5524	"TARGET"	0.276	1.2764	0.105986795521473	3	"day3"
"9"	"7"	60	16	1.4367	"TARGET"	0.276	1.1607	0.0647199844409074	3	"day3"
"10"	"1"	1	81	2.5926	"RANDREG"	0.32495	2.26765	0.355576024295602	1	"day1"
"10"	"1"	2	26	2.7055	"RANDREG"	0.32495	2.38055	0.376677307632017	1	"day1"
"10"	"1"	3	71	3.0266	"RANDREG"	0.32495	2.70165	0.431629085280285	1	"day1"
"10"	"1"	7	24	1.9123	"RANDREG"	0.32495	1.58735	0.200672696326119	1	"day1"
"10"	"1"	8	43	1.6619	"RANDREG"	0.32495	1.33695	0.126115165579008	1	"day1"
"10"	"1"	9	46	1.9479	"RANDREG"	0.32495	1.62295	0.21030514024608	1	"day1"
"10"	"1"	11	69	2.2267	"RANDREG"	0.32495	1.90175	0.279153424927057	2	"day1"
"10"	"1"	27	97	2.4863	"RANDREG"	0.32495	2.16135	0.334725100414306	2	"day1"
"10"	"1"	34	14	2.5074	"RANDREG"	0.32495	2.18245	0.33894430279097	2	"day1"
"10"	"1"	35	59	2.6609	"RANDREG"	0.32495	2.33595	0.368463542654193	2	"day1"
"10"	"1"	37	27	3.0765	"RANDREG"	0.32495	2.75155	0.439577409034073	2	"day1"
"10"	"1"	43	22	2.4455	"RANDREG"	0.32495	2.12055	0.3264485170542	2	"day1"
"10"	"1"	45	31	1.4667	"RANDREG"	0.32495	1.14175	0.0575710202790382	3	"day1"
"10"	"1"	46	103	2.0712	"RANDREG"	0.32495	1.74625	0.242106419122238	3	"day1"
"10"	"1"	47	92	1.8936	"RANDREG"	0.32495	1.56865	0.195526053832314	3	"day1"
"10"	"1"	49	50	2.0295	"RANDREG"	0.32495	1.70455	0.231609745022587	3	"day1"
"10"	"1"	52	66	2.4939	"RANDREG"	0.32495	2.16895	0.336249540499954	3	"day1"
"10"	"1"	54	78	2.191	"RANDREG"	0.32495	1.86605	0.27092327629857	3	"day1"
"10"	"1"	5	45	2.0954	"TARGET"	0.32495	1.77045	0.248083666179857	1	"day1"
"10"	"1"	23	33	1.9135	"TARGET"	0.32495	1.58855	0.201000888903395	1	"day1"
"10"	"1"	30	30	2.7174	"TARGET"	0.32495	2.39245	0.378842870189319	1	"day1"
"10"	"1"	39	45	1.7878	"TARGET"	0.32495	1.46285	0.165199796041853	2	"day1"
"10"	"1"	41	33	2.7727	"TARGET"	0.32495	2.44775	0.388767059239516	2	"day1"
"10"	"1"	42	30	2.2565	"TARGET"	0.32495	1.93155	0.285905954750081	2	"day1"
"10"	"1"	44	45	2.0024	"TARGET"	0.32495	1.67745	0.224649583954163	3	"day1"
"10"	"1"	55	33	1.7165	"TARGET"	0.32495	1.39155	0.143498815653154	3	"day1"
"10"	"1"	59	30	1.3461	"TARGET"	0.32495	1.02115	0.00908954168282891	3	"day1"
"10"	"2"	5	90	2.4803	"RANDREG"	0.287733333333333	2.19256666666667	0.340952807294766	1	"day1"
"10"	"2"	8	41	2.0751	"RANDREG"	0.287733333333333	1.78736666666667	0.252213654338468	1	"day1"
"10"	"2"	10	102	2.118	"RANDREG"	0.287733333333333	1.83026666666667	0.262514370290342	1	"day1"
"10"	"2"	11	62	2.1343	"RANDREG"	0.287733333333333	1.84656666666667	0.266364991620255	1	"day1"
"10"	"2"	12	79	1.614	"RANDREG"	0.287733333333333	1.32626666666667	0.122630854550028	1	"day1"
"10"	"2"	19	74	2.4318	"RANDREG"	0.287733333333333	2.14406666666667	0.331238284992436	1	"day1"
"10"	"2"	31	30	2.3467	"RANDREG"	0.287733333333333	2.05896666666667	0.313649315729294	2	"day1"
"10"	"2"	34	28	1.9133	"RANDREG"	0.287733333333333	1.62556666666667	0.211004785195882	2	"day1"
"10"	"2"	36	80	1.9666	"RANDREG"	0.287733333333333	1.67886666666667	0.225016206423776	2	"day1"
"10"	"2"	45	36	2.0827	"RANDREG"	0.287733333333333	1.79496666666667	0.254056387946569	2	"day1"
"10"	"2"	46	35	2.3889	"RANDREG"	0.287733333333333	2.10116666666667	0.322460502450147	2	"day1"
"10"	"2"	48	86	1.97	"RANDREG"	0.287733333333333	1.68226666666667	0.225894839667794	3	"day1"
"10"	"2"	49	58	2.0544	"RANDREG"	0.287733333333333	1.76666666666667	0.247154614881127	3	"day1"
"10"	"2"	51	39	1.8484	"RANDREG"	0.287733333333333	1.56066666666667	0.193310154640944	3	"day1"
"10"	"2"	53	72	2.3442	"RANDREG"	0.287733333333333	2.05646666666667	0.313121674409233	3	"day1"
"10"	"2"	55	33	1.7551	"RANDREG"	0.287733333333333	1.46736666666667	0.166538649230268	3	"day1"
"10"	"2"	57	89	1.6831	"RANDREG"	0.287733333333333	1.39536666666667	0.144688344086984	3	"day1"
"10"	"2"	2	45	1.7913	"TARGET"	0.287733333333333	1.50356666666667	0.177122689053483	1	"day1"
"10"	"2"	7	30	2.3522	"TARGET"	0.287733333333333	2.06446666666667	0.314807875053008	1	"day1"
"10"	"2"	9	33	2.0539	"TARGET"	0.287733333333333	1.76616666666667	0.247031683951806	1	"day1"
"10"	"2"	22	45	1.4863	"TARGET"	0.287733333333333	1.19856666666667	0.0786621953661148	2	"day1"
"10"	"2"	26	30	1.8656	"TARGET"	0.287733333333333	1.57786666666667	0.198070301549294	2	"day1"
"10"	"2"	44	45	1.4893	"TARGET"	0.287733333333333	1.20156666666667	0.0797478718209396	3	"day1"
"10"	"2"	50	30	2.2965	"TARGET"	0.287733333333333	2.00876666666667	0.302929493112453	3	"day1"
"10"	"2"	56	33	1.7603	"TARGET"	0.287733333333333	1.47256666666667	0.168074965469371	3	"day1"
"10"	"3"	2	49	2.0529	"RANDREG"	0.2924	1.7605	0.245636029406203	1	"day1"
"10"	"3"	13	94	1.7958	"RANDREG"	0.2924	1.5034	0.177074545910076	1	"day1"
"10"	"3"	15	56	1.8567	"RANDREG"	0.2924	1.5643	0.194320045303422	1	"day1"
"10"	"3"	20	64	2.0888	"RANDREG"	0.2924	1.7964	0.254403046390677	1	"day1"
"10"	"3"	26	11	1.9507	"RANDREG"	0.2924	1.6583	0.219663100737022	1	"day1"
"10"	"3"	28	68	2.1974	"RANDREG"	0.2924	1.905	0.279894980011638	2	"day1"
"10"	"3"	30	63	1.9169	"RANDREG"	0.2924	1.6245	0.210719715681002	2	"day1"
"10"	"3"	32	61	2.0769	"RANDREG"	0.2924	1.7845	0.251516552291679	2	"day1"
"10"	"3"	33	53	2.1457	"RANDREG"	0.2924	1.8533	0.267945725740318	2	"day1"
"10"	"3"	34	85	1.6848	"RANDREG"	0.2924	1.3924	0.143764014612251	2	"day1"
"10"	"3"	41	17	2.0349	"RANDREG"	0.2924	1.7425	0.241172786770047	2	"day1"
"10"	"3"	44	32	1.7855	"RANDREG"	0.2924	1.4931	0.174088895463686	3	"day1"
"10"	"3"	47	77	1.8817	"RANDREG"	0.2924	1.5893	0.201205883391791	3	"day1"
"10"	"3"	49	107	1.9727	"RANDREG"	0.2924	1.6803	0.225386827388403	3	"day1"
"10"	"3"	50	4	1.98	"RANDREG"	0.2924	1.6876	0.227269516709843	3	"day1"
"10"	"3"	52	87	2.0619	"RANDREG"	0.2924	1.7695	0.247850566973534	3	"day1"
"10"	"3"	6	30	1.9267	"TARGET"	0.2924	1.6343	0.213331780706593	1	"day1"
"10"	"3"	7	45	1.7169	"TARGET"	0.2924	1.4245	0.153662453575496	1	"day1"
"10"	"3"	14	33	2.1581	"TARGET"	0.2924	1.8657	0.270841811533186	1	"day1"
"10"	"3"	18	30	1.8381	"TARGET"	0.2924	1.5457	0.189125206925528	2	"day1"
"10"	"3"	23	45	1.818	"TARGET"	0.2924	1.5256	0.183440680037949	2	"day1"
"10"	"3"	31	33	2.0525	"TARGET"	0.2924	1.7601	0.245537342935994	2	"day1"
"10"	"3"	35	30	1.88	"TARGET"	0.2924	1.5876	0.200741090235126	3	"day1"
"10"	"3"	42	45	2.1611	"TARGET"	0.2924	1.8687	0.271539585593803	3	"day1"
"10"	"3"	58	33	1.8407	"TARGET"	0.2924	1.5483	0.189855113789614	3	"day1"
"10"	"4"	6	82	2.1584	"RANDREG"	0.331066666666667	1.82733333333333	0.261817776483816	1	"day1"
"10"	"4"	8	76	2.3097	"RANDREG"	0.331066666666667	1.97863333333333	0.296365321207977	1	"day1"
"10"	"4"	10	95	1.8435	"RANDREG"	0.331066666666667	1.51243333333333	0.179676240446118	1	"day1"
"10"	"4"	16	19	2.2271	"RANDREG"	0.331066666666667	1.89603333333333	0.277845968210632	1	"day1"
"10"	"4"	18	38	1.9128	"RANDREG"	0.331066666666667	1.58173333333333	0.199133267010117	1	"day1"
"10"	"4"	20	5	2.1946	"RANDREG"	0.331066666666667	1.86353333333333	0.270337165457584	1	"day1"
"10"	"4"	22	99	2.1881	"RANDREG"	0.331066666666667	1.85703333333333	0.26881969929864	2	"day1"
"10"	"4"	32	98	1.6607	"RANDREG"	0.331066666666667	1.32963333333333	0.123731894151579	2	"day1"
"10"	"4"	35	96	2.1243	"RANDREG"	0.331066666666667	1.79323333333333	0.253636803107083	2	"day1"
"10"	"4"	38	3	2.4016	"RANDREG"	0.331066666666667	2.07053333333333	0.316082226563198	2	"day1"
"10"	"4"	42	93	1.8067	"RANDREG"	0.331066666666667	1.47563333333333	0.168978457017779	2	"day1"
"10"	"4"	43	23	2.0614	"RANDREG"	0.331066666666667	1.73033333333333	0.238129774159186	3	"day1"
"10"	"4"	47	21	1.9391	"RANDREG"	0.331066666666667	1.60803333333333	0.206295047106888	3	"day1"
"10"	"4"	50	7	2.3433	"RANDREG"	0.331066666666667	2.01223333333333	0.303678338960226	3	"day1"
"10"	"4"	54	20	1.7053	"RANDREG"	0.331066666666667	1.37423333333333	0.138060478557354	3	"day1"
"10"	"4"	55	100	1.7806	"RANDREG"	0.331066666666667	1.44953333333333	0.161228206801246	3	"day1"
"10"	"4"	5	30	1.9516	"TARGET"	0.331066666666667	1.62053333333333	0.209657968619597	1	"day1"
"10"	"4"	11	45	1.7271	"TARGET"	0.331066666666667	1.39603333333333	0.14489578813664	1	"day1"
"10"	"4"	13	33	2.0254	"TARGET"	0.331066666666667	1.69433333333333	0.22899885498304	1	"day1"
"10"	"4"	21	30	1.9502	"TARGET"	0.331066666666667	1.61913333333333	0.20928261376055	2	"day1"
"10"	"4"	23	45	1.9072	"TARGET"	0.331066666666667	1.57613333333333	0.197592953941333	2	"day1"
"10"	"4"	28	33	1.7904	"TARGET"	0.331066666666667	1.45933333333333	0.164154502512249	2	"day1"
"10"	"4"	30	30	1.7408	"TARGET"	0.331066666666667	1.40973333333333	0.149136968815167	3	"day1"
"10"	"4"	51	45	2.2213	"TARGET"	0.331066666666667	1.89023333333333	0.276515417466553	3	"day1"
"10"	"4"	59	33	1.8759	"TARGET"	0.331066666666667	1.54483333333333	0.188881631775058	3	"day1"
"10"	"5"	5	47	2.0032	"RANDREG"	0.2932	1.71	0.232996110392154	1	"day1"
"10"	"5"	9	18	1.9027	"RANDREG"	0.2932	1.6095	0.206690981021632	1	"day1"
"10"	"5"	10	60	1.94	"RANDREG"	0.2932	1.6468	0.216640858325448	1	"day1"
"10"	"5"	33	2	2.0268	"RANDREG"	0.2932	1.7336	0.238948898311762	1	"day1"
"10"	"5"	34	88	1.6947	"RANDREG"	0.2932	1.4015	0.146593102096305	1	"day1"
"10"	"5"	35	108	1.8889	"RANDREG"	0.2932	1.5957	0.202951245040243	2	"day1"
"10"	"5"	38	65	1.924	"RANDREG"	0.2932	1.6308	0.212400702780119	2	"day1"
"10"	"5"	39	42	2.2253	"RANDREG"	0.2932	1.9321	0.28602960050819	2	"day1"
"10"	"5"	41	104	2.0082	"RANDREG"	0.2932	1.715	0.234264124378789	2	"day1"
"10"	"5"	43	25	2.1581	"RANDREG"	0.2932	1.8649	0.270655548952985	2	"day1"
"10"	"5"	44	67	2.3346	"RANDREG"	0.2932	2.0414	0.309928110434921	2	"day1"
"10"	"5"	45	91	2.1709	"RANDREG"	0.2932	1.8777	0.273626206272959	3	"day1"
"10"	"5"	48	54	2.1673	"RANDREG"	0.2932	1.8741	0.272792760665684	3	"day1"
"10"	"5"	51	75	2.1442	"RANDREG"	0.2932	1.851	0.267406418752904	3	"day1"
"10"	"5"	53	52	2.0584	"RANDREG"	0.2932	1.7652	0.246793918775155	3	"day1"
"10"	"5"	57	13	2.2534	"RANDREG"	0.2932	1.9602	0.292300384859081	3	"day1"
"10"	"5"	59	40	2.0257	"RANDREG"	0.2932	1.7325	0.238673243283844	3	"day1"
"10"	"5"	2	45	1.8016	"TARGET"	0.2932	1.5084	0.178516523733583	1	"day1"
"10"	"5"	6	30	1.9659	"TARGET"	0.2932	1.6727	0.223418056905294	1	"day1"
"10"	"5"	8	33	2.4073	"TARGET"	0.2932	2.1141	0.325125526216931	1	"day1"
"10"	"5"	11	45	1.7857	"TARGET"	0.2932	1.4925	0.173914339801407	2	"day1"
"10"	"5"	15	30	1.8787	"TARGET"	0.2932	1.5855	0.200166246363107	2	"day1"
"10"	"5"	21	33	2.016	"TARGET"	0.2932	1.7228	0.236234863090563	2	"day1"
"10"	"5"	49	45	1.7845	"TARGET"	0.2932	1.4913	0.173565017858662	3	"day1"
"10"	"5"	55	30	2.4766	"TARGET"	0.2932	2.1834	0.339133305969879	3	"day1"
"10"	"5"	56	33	1.9534	"TARGET"	0.2932	1.6602	0.220160409524596	3	"day1"
"10"	"6"	4	6	1.9485	"RANDREG"	0.327566666666667	1.62093333333333	0.209765153305732	1	"day2"
"10"	"6"	7	8	1.9896	"RANDREG"	0.327566666666667	1.66203333333333	0.220639729639163	1	"day2"
"10"	"6"	8	9	1.8512	"RANDREG"	0.327566666666667	1.52363333333333	0.18288046538322	1	"day2"
"10"	"6"	10	101	1.8056	"RANDREG"	0.327566666666667	1.47803333333333	0.169684228591613	1	"day2"
"10"	"6"	11	70	1.6533	"RANDREG"	0.327566666666667	1.32573333333333	0.122456176023024	1	"day2"
"10"	"6"	15	44	2.0581	"RANDREG"	0.327566666666667	1.73053333333333	0.238179969040898	1	"day2"
"10"	"6"	17	12	1.951	"RANDREG"	0.327566666666667	1.62343333333333	0.210434458924488	2	"day2"
"10"	"6"	21	29	1.6355	"RANDREG"	0.327566666666667	1.30793333333333	0.116585608129434	2	"day2"
"10"	"6"	22	55	2.1599	"RANDREG"	0.327566666666667	1.83233333333333	0.263004482246067	2	"day2"
"10"	"6"	31	37	2.3544	"RANDREG"	0.327566666666667	2.02683333333333	0.306818038091343	2	"day2"
"10"	"6"	32	84	1.6591	"RANDREG"	0.327566666666667	1.33153333333333	0.124352042950346	2	"day2"
"10"	"6"	33	48	2.2521	"RANDREG"	0.327566666666667	1.92453333333333	0.284325437570054	2	"day2"
"10"	"6"	36	15	1.8043	"RANDREG"	0.327566666666667	1.47673333333333	0.169302078035176	3	"day2"
"10"	"6"	40	45	2.1162	"RANDREG"	0.327566666666667	1.78863333333333	0.252521320091682	3	"day2"
"10"	"6"	41	83	2.4256	"RANDREG"	0.327566666666667	2.09803333333333	0.321812383937485	3	"day2"
"10"	"6"	42	57	1.7569	"RANDREG"	0.327566666666667	1.42933333333333	0.15513352196505	3	"day2"
"10"	"6"	44	16	1.7646	"RANDREG"	0.327566666666667	1.43703333333333	0.157466842118102	3	"day2"
"10"	"6"	60	51	2.1943	"RANDREG"	0.327566666666667	1.86673333333333	0.271082282526781	3	"day2"
"10"	"6"	3	33	2.1178	"TARGET"	0.327566666666667	1.79023333333333	0.252909639234059	1	"day2"
"10"	"6"	5	30	2.1794	"TARGET"	0.327566666666667	1.85183333333333	0.267601897210497	1	"day2"
"10"	"6"	48	33	1.9135	"TARGET"	0.327566666666667	1.58593333333333	0.20028492726028	2	"day2"
"10"	"6"	50	30	1.8795	"TARGET"	0.327566666666667	1.55193333333333	0.190873061260236	2	"day2"
"10"	"6"	52	45	2.1779	"TARGET"	0.327566666666667	1.85033333333333	0.267249972612197	2	"day2"
"10"	"6"	53	33	1.8092	"TARGET"	0.327566666666667	1.48163333333333	0.170740740072122	3	"day2"
"10"	"6"	56	30	1.8477	"TARGET"	0.327566666666667	1.52013333333333	0.181881682281176	3	"day2"
"10"	"7"	13	9	1.8549	"RANDREG"	0.29905	1.55585	0.191967724200926	1	"day3"
"10"	"7"	17	6	1.656	"RANDREG"	0.29905	1.35695	0.132563845357486	1	"day3"
"10"	"7"	19	18	2.0704	"RANDREG"	0.29905	1.77135	0.248304381659063	1	"day3"
"10"	"7"	23	15	1.6849	"RANDREG"	0.29905	1.38585	0.141716226164924	1	"day3"
"10"	"7"	29	3	1.79	"RANDREG"	0.29905	1.49095	0.173463079342867	1	"day3"
"10"	"7"	30	2	2.0877	"RANDREG"	0.29905	1.78865	0.252525366872824	1	"day3"
"10"	"7"	31	1	1.8981	"RANDREG"	0.29905	1.59905	0.203862043724094	2	"day3"
"10"	"7"	32	8	2.0891	"RANDREG"	0.29905	1.79005	0.252865161941247	2	"day3"
"10"	"7"	33	17	1.9065	"RANDREG"	0.29905	1.60745	0.206137473004153	2	"day3"
"10"	"7"	39	16	1.7942	"RANDREG"	0.29905	1.49515	0.174684765171754	2	"day3"
"10"	"7"	40	10	1.5848	"RANDREG"	0.29905	1.28575	0.109156532993128	2	"day3"
"10"	"7"	42	4	1.732	"RANDREG"	0.29905	1.43295	0.156231036801436	2	"day3"
"10"	"7"	47	13	1.7989	"RANDREG"	0.29905	1.49985	0.176047827435874	3	"day3"
"10"	"7"	49	14	1.7859	"RANDREG"	0.29905	1.48685	0.172267157184906	3	"day3"
