"subj"	"block"	"trialN"	"setID"	"RTs"	"cond"	"bsl"	"RTadj"	"RTlog"	"rep"	"day"
"14"	"1"	49	82	2.0472	"RANDREG"	0.26205	1.78515	0.251674714249494	3	"day1"
"14"	"1"	52	78	2.2332	"RANDREG"	0.26205	1.97115	0.29471967435228	3	"day1"
"14"	"1"	54	68	2.7355	"RANDREG"	0.26205	2.47345	0.393303135664998	3	"day1"
"14"	"1"	5	30	2.1933	"TARGET"	0.26205	1.93125	0.28583849676891	1	"day1"
"14"	"1"	23	2	1.7346	"TARGET"	0.26205	1.47255	0.168070050050265	1	"day1"
"14"	"1"	30	20	2.0695	"TARGET"	0.26205	1.80745	0.257066292121787	1	"day1"
"14"	"1"	39	30	2.1468	"TARGET"	0.26205	1.88475	0.275253751984276	2	"day1"
"14"	"1"	41	2	2.036	"TARGET"	0.26205	1.77395	0.248941374779747	2	"day1"
"14"	"1"	42	20	1.8677	"TARGET"	0.26205	1.60565	0.205650883636126	2	"day1"
"14"	"1"	55	2	2.1921	"TARGET"	0.26205	1.93005	0.285568560014417	3	"day1"
"14"	"1"	59	20	2.4062	"TARGET"	0.26205	2.14415	0.33125516436661	3	"day1"
"14"	"2"	5	98	2.2248	"RANDREG"	0.28755	1.93725	0.287185669565017	1	"day1"
"14"	"2"	8	65	2.1089	"RANDREG"	0.28755	1.82135	0.260393410079865	1	"day1"
"14"	"2"	10	87	2.5038	"RANDREG"	0.28755	2.21625	0.345618748608974	1	"day1"
"14"	"2"	11	52	2.3047	"RANDREG"	0.28755	2.01715	0.304738194568784	1	"day1"
"14"	"2"	12	31	1.9802	"RANDREG"	0.28755	1.69265	0.228567165561444	1	"day1"
"14"	"2"	19	92	2.3083	"RANDREG"	0.28755	2.02075	0.305512587470589	1	"day1"
"14"	"2"	31	79	2.3013	"RANDREG"	0.28755	2.01375	0.304005553427274	2	"day1"
"14"	"2"	33	1	1.7041	"RANDREG"	0.28755	1.41655	0.151231908429953	2	"day1"
"14"	"2"	34	58	1.7972	"RANDREG"	0.28755	1.50965	0.178876271341091	2	"day1"
"14"	"2"	36	85	1.9777	"RANDREG"	0.28755	1.69015	0.227925249750622	2	"day1"
"14"	"2"	45	20	2.1504	"RANDREG"	0.28755	1.86285	0.270177886138874	2	"day1"
"14"	"2"	46	29	2.0673	"RANDREG"	0.28755	1.77975	0.250359001609039	2	"day1"
"14"	"2"	49	70	2.1368	"RANDREG"	0.28755	1.84925	0.266995627373946	3	"day1"
"14"	"2"	51	6	1.9107	"RANDREG"	0.28755	1.62315	0.210358656093707	3	"day1"
"14"	"2"	55	88	1.8277	"RANDREG"	0.28755	1.54015	0.187563020187038	3	"day1"
"14"	"2"	57	64	1.7588	"RANDREG"	0.28755	1.47125	0.167686475851491	3	"day1"
"14"	"2"	2	2	1.9135	"TARGET"	0.28755	1.62595	0.211107186363849	1	"day1"
"14"	"2"	7	30	2.0882	"TARGET"	0.28755	1.80065	0.255429305356762	1	"day1"
"14"	"2"	9	20	2.034	"TARGET"	0.28755	1.74645	0.242156156515359	1	"day1"
"14"	"2"	22	2	1.5923	"TARGET"	0.28755	1.30475	0.115527305527498	2	"day1"
"14"	"2"	26	30	2.2407	"TARGET"	0.28755	1.95315	0.290735597957961	2	"day1"
"14"	"2"	37	20	2.2312	"TARGET"	0.28755	1.94365	0.288618062671679	2	"day1"
"14"	"2"	44	2	2.0282	"TARGET"	0.28755	1.74065	0.240711454431749	3	"day1"
"14"	"2"	50	30	1.9057	"TARGET"	0.28755	1.61815	0.209018777568472	3	"day1"
"14"	"2"	56	20	1.6789	"TARGET"	0.28755	1.39135	0.143436392356212	3	"day1"
"14"	"3"	2	19	2.1949	"RANDREG"	0.361533333333333	1.83336666666667	0.263249330966106	1	"day1"
"14"	"3"	8	89	2.2559	"RANDREG"	0.361533333333333	1.89436666666667	0.277464043251181	1	"day1"
"14"	"3"	13	39	1.7674	"RANDREG"	0.361533333333333	1.40586666666667	0.147944133858236	1	"day1"
"14"	"3"	15	42	1.6426	"RANDREG"	0.361533333333333	1.28106666666667	0.107571731003151	1	"day1"
"14"	"3"	20	101	2.8284	"RANDREG"	0.361533333333333	2.46686666666667	0.392145676649935	1	"day1"
"14"	"3"	26	86	2.5297	"RANDREG"	0.361533333333333	2.16816666666667	0.336092663305264	1	"day1"
"14"	"3"	28	26	1.9257	"RANDREG"	0.361533333333333	1.56416666666667	0.194283026573722	2	"day1"
"14"	"3"	30	10	2.1999	"RANDREG"	0.361533333333333	1.83836666666667	0.264432136771771	2	"day1"
"14"	"3"	32	74	2.7691	"RANDREG"	0.361533333333333	2.40756666666667	0.381578321783944	2	"day1"
"14"	"3"	34	46	1.7903	"RANDREG"	0.361533333333333	1.42876666666667	0.154961309509479	2	"day1"
"14"	"3"	41	54	2.1254	"RANDREG"	0.361533333333333	1.76386666666667	0.24646575306368	2	"day1"
"14"	"3"	44	81	2.3776	"RANDREG"	0.361533333333333	2.01606666666667	0.304504889126043	3	"day1"
"14"	"3"	47	103	1.9033	"RANDREG"	0.361533333333333	1.54176666666667	0.188018651894673	3	"day1"
"14"	"3"	49	73	2.0444	"RANDREG"	0.361533333333333	1.68286666666667	0.226049708236787	3	"day1"
"14"	"3"	50	50	2.5951	"RANDREG"	0.361533333333333	2.23356666666667	0.348998919661392	3	"day1"
"14"	"3"	52	99	1.6646	"RANDREG"	0.361533333333333	1.30306666666667	0.114966635378596	3	"day1"
"14"	"3"	53	27	2.1756	"RANDREG"	0.361533333333333	1.81406666666667	0.258653243271732	3	"day1"
"14"	"3"	6	2	1.6553	"TARGET"	0.361533333333333	1.29376666666667	0.111855957540892	1	"day1"
"14"	"3"	7	20	1.7323	"TARGET"	0.361533333333333	1.37076666666667	0.136963535020492	1	"day1"
"14"	"3"	14	30	2.1439	"TARGET"	0.361533333333333	1.78236666666667	0.250997051513106	1	"day1"
"14"	"3"	18	2	1.5888	"TARGET"	0.361533333333333	1.22726666666667	0.0889389386673786	2	"day1"
"14"	"3"	23	20	2.2423	"TARGET"	0.361533333333333	1.88076666666667	0.274334919067216	2	"day1"
"14"	"3"	31	30	1.6228	"TARGET"	0.361533333333333	1.26126666666667	0.100806918149659	2	"day1"
"14"	"3"	35	2	1.6076	"TARGET"	0.361533333333333	1.24606666666667	0.0955412784314426	3	"day1"
"14"	"3"	42	20	1.6774	"TARGET"	0.361533333333333	1.31586666666667	0.119211885581471	3	"day1"
"14"	"3"	58	30	1.7454	"TARGET"	0.361533333333333	1.38386666666667	0.141094248559755	3	"day1"
"14"	"4"	6	40	2.1691	"RANDREG"	0.3474	1.8217	0.260476858327423	1	"day1"
"14"	"4"	8	25	2.7835	"RANDREG"	0.3474	2.4361	0.386695111775618	1	"day1"
"14"	"4"	10	96	1.8542	"RANDREG"	0.3474	1.5068	0.17805561153123	1	"day1"
"14"	"4"	16	44	2.8268	"RANDREG"	0.3474	2.4794	0.394346596868313	1	"day1"
"14"	"4"	18	77	2.0518	"RANDREG"	0.3474	1.7044	0.231571525528416	1	"day1"
"14"	"4"	20	38	2.3399	"RANDREG"	0.3474	1.9925	0.29939833006815	1	"day1"
"14"	"4"	22	62	1.7308	"RANDREG"	0.3474	1.3834	0.140947771342662	2	"day1"
"14"	"4"	33	83	2.5758	"RANDREG"	0.3474	2.2284	0.347993149787405	2	"day1"
"14"	"4"	35	107	2.0346	"RANDREG"	0.3474	1.6872	0.22716656673143	2	"day1"
"14"	"4"	38	23	2.5602	"RANDREG"	0.3474	2.2128	0.344942162765235	2	"day1"
"14"	"4"	42	80	2.244	"RANDREG"	0.3474	1.8966	0.277975746223223	2	"day1"
"14"	"4"	43	106	2.3358	"RANDREG"	0.3474	1.9884	0.298503754466962	2	"day1"
"14"	"4"	45	108	2.2096	"RANDREG"	0.3474	1.8622	0.270026322312293	3	"day1"
"14"	"4"	47	69	2.5611	"RANDREG"	0.3474	2.2137	0.345118765064614	3	"day1"
"14"	"4"	50	37	1.9383	"RANDREG"	0.3474	1.5909	0.201642881838225	3	"day1"
"14"	"4"	54	55	2.2603	"RANDREG"	0.3474	1.9129	0.281692267160938	3	"day1"
"14"	"4"	55	7	2.4283	"RANDREG"	0.3474	2.0809	0.3182512102012	3	"day1"
"14"	"4"	11	30	2.1126	"TARGET"	0.3474	1.7652	0.246793918775155	1	"day1"
"14"	"4"	13	20	1.9841	"TARGET"	0.3474	1.6367	0.213969082414699	1	"day1"
"14"	"4"	21	2	1.642	"TARGET"	0.3474	1.2946	0.112135602681912	2	"day1"
"14"	"4"	23	30	2.0326	"TARGET"	0.3474	1.6852	0.22665145045481	2	"day1"
"14"	"4"	28	20	1.7914	"TARGET"	0.3474	1.444	0.15956719323362	2	"day1"
"14"	"4"	30	2	2.423	"TARGET"	0.3474	2.0756	0.31714366202289	3	"day1"
"14"	"4"	51	30	2.0582	"TARGET"	0.3474	1.7108	0.233199241584773	3	"day1"
"14"	"4"	59	20	1.785	"TARGET"	0.3474	1.4376	0.157638064100917	3	"day1"
"14"	"5"	5	76	1.7534	"RANDREG"	0.286	1.4674	0.166548514738755	1	"day1"
"14"	"5"	9	51	2.448	"RANDREG"	0.286	2.162	0.334855689617292	1	"day1"
"14"	"5"	10	9	2.0311	"RANDREG"	0.286	1.7451	0.24182031851803	1	"day1"
"14"	"5"	24	61	2.4427	"RANDREG"	0.286	2.1567	0.333789738331197	1	"day1"
"14"	"5"	33	21	2.0638	"RANDREG"	0.286	1.7778	0.249882901863695	1	"day1"
"14"	"5"	34	30	2.3524	"RANDREG"	0.286	2.0664	0.315214393165261	1	"day1"
"14"	"5"	35	57	2.1966	"RANDREG"	0.286	1.9106	0.281169773409736	2	"day1"
"14"	"5"	38	16	2.1762	"RANDREG"	0.286	1.8902	0.276507758829856	2	"day1"
"14"	"5"	39	17	2.0971	"RANDREG"	0.286	1.8111	0.257942430573135	2	"day1"
"14"	"5"	43	72	2.4851	"RANDREG"	0.286	2.1991	0.34224497854712	2	"day1"
"14"	"5"	44	12	2.0801	"RANDREG"	0.286	1.7941	0.253846646198501	2	"day1"
"14"	"5"	45	36	2.0298	"RANDREG"	0.286	1.7438	0.24149667332751	3	"day1"
"14"	"5"	48	43	2.061	"RANDREG"	0.286	1.775	0.249198357391113	3	"day1"
"14"	"5"	53	8	2.2736	"RANDREG"	0.286	1.9876	0.298328988073495	3	"day1"
"14"	"5"	57	71	1.9621	"RANDREG"	0.286	1.6761	0.224299926079827	3	"day1"
"14"	"5"	59	53	2.122	"RANDREG"	0.286	1.836	0.263872676865224	3	"day1"
"14"	"5"	2	30	1.6973	"TARGET"	0.286	1.4113	0.149619341533154	1	"day1"
"14"	"5"	6	20	2.5712	"TARGET"	0.286	2.2852	0.358924215388511	1	"day1"
"14"	"5"	8	2	2.473	"TARGET"	0.286	2.187	0.339848783037637	1	"day1"
"14"	"5"	11	30	1.8653	"TARGET"	0.286	1.5793	0.198464635371916	2	"day1"
"14"	"5"	15	20	1.6443	"TARGET"	0.286	1.3583	0.132995700692265	2	"day1"
"14"	"5"	21	2	1.582	"TARGET"	0.286	1.296	0.112605001534575	2	"day1"
"14"	"5"	49	30	2.1001	"TARGET"	0.286	1.8141	0.258661223325604	3	"day1"
"14"	"5"	55	20	2.2253	"TARGET"	0.286	1.9393	0.287644997457547	3	"day1"
"14"	"5"	56	2	1.8732	"TARGET"	0.286	1.5872	0.200631654810103	3	"day1"
"14"	"6"	4	14	1.8522	"RANDREG"	0.27735	1.57485	0.197239194776676	1	"day2"
"14"	"6"	7	102	2.2112	"RANDREG"	0.27735	1.93385	0.286422784794196	1	"day2"
"14"	"6"	8	60	2.0842	"RANDREG"	0.27735	1.80685	0.256922100056084	1	"day2"
"14"	"6"	10	3	1.9578	"RANDREG"	0.27735	1.68045	0.225425595027965	1	"day2"
"14"	"6"	11	15	2.1946	"RANDREG"	0.27735	1.91725	0.282678746441669	1	"day2"
"14"	"6"	15	34	2.2951	"RANDREG"	0.27735	2.01775	0.304867355980993	1	"day2"
"14"	"6"	17	94	1.7791	"RANDREG"	0.27735	1.50175	0.176597640619393	2	"day2"
"14"	"6"	21	49	1.6966	"RANDREG"	0.27735	1.41925	0.15205890289745	2	"day2"
"14"	"6"	22	84	1.531	"RANDREG"	0.27735	1.25365	0.0981763050073264	2	"day2"
"14"	"6"	31	104	1.6131	"RANDREG"	0.27735	1.33575	0.125725182854944	2	"day2"
"14"	"6"	32	28	2.4076	"RANDREG"	0.27735	2.13025	0.328430573978307	2	"day2"
"14"	"6"	33	13	1.8787	"RANDREG"	0.27735	1.60135	0.204486264121758	2	"day2"
"14"	"6"	36	48	2.214	"RANDREG"	0.27735	1.93665	0.287051140180559	3	"day2"
"14"	"6"	40	90	2.1947	"RANDREG"	0.27735	1.91735	0.282701397799412	3	"day2"
"14"	"6"	41	91	2.2118	"RANDREG"	0.27735	1.93445	0.286557508932051	3	"day2"
"14"	"6"	42	63	2.0687	"RANDREG"	0.27735	1.79135	0.253180448059117	3	"day2"
"14"	"6"	44	66	2.2042	"RANDREG"	0.27735	1.92685	0.284847907334297	3	"day2"
"14"	"6"	60	41	1.7041	"RANDREG"	0.27735	1.42675	0.154347881220996	3	"day2"
"14"	"6"	3	20	2.5597	"TARGET"	0.27735	2.28235	0.358382244557735	1	"day2"
"14"	"6"	5	30	1.8955	"TARGET"	0.27735	1.61815	0.209018777568472	1	"day2"
"14"	"6"	18	2	1.9296	"TARGET"	0.27735	1.65225	0.218075760542468	1	"day2"
"14"	"6"	48	20	1.6854	"TARGET"	0.27735	1.40805	0.148618076921537	2	"day2"
"14"	"6"	50	30	2.4299	"TARGET"	0.27735	2.15255	0.332953248149802	2	"day2"
"14"	"6"	56	30	2.1446	"TARGET"	0.27735	1.86725	0.271202468110764	3	"day2"
"14"	"6"	57	2	2.0306	"TARGET"	0.27735	1.75325	0.24384384757082	3	"day2"
"14"	"7"	3	15	2.2797	"RANDREG"	0.3033	1.9764	0.295874845217379	1	"day3"
"14"	"7"	4	16	2.1035	"RANDREG"	0.3033	1.8002	0.255320757365108	1	"day3"
"14"	"7"	5	2	1.7919	"RANDREG"	0.3033	1.4886	0.172778014655853	1	"day3"
"14"	"7"	10	7	1.8921	"RANDREG"	0.3033	1.5888	0.201069231151306	1	"day3"
"14"	"7"	11	5	2.3883	"RANDREG"	0.3033	2.085	0.319106059309776	1	"day3"
"14"	"7"	12	10	2.1643	"RANDREG"	0.3033	1.861	0.269746373130767	1	"day3"
"14"	"7"	14	12	2.2176	"RANDREG"	0.3033	1.9143	0.282009999342054	2	"day3"
"14"	"7"	16	1	1.5882	"RANDREG"	0.3033	1.2849	0.108869329116232	2	"day3"
"14"	"7"	17	14	2.0004	"RANDREG"	0.3033	1.6971	0.229707433460072	2	"day3"
"14"	"7"	20	11	2.0324	"RANDREG"	0.3033	1.7291	0.237820110794065	2	"day3"
"14"	"7"	22	18	1.76	"RANDREG"	0.3033	1.4567	0.163370120225884	2	"day3"
"14"	"7"	37	6	2.5376	"RANDREG"	0.3033	2.2343	0.349141485519633	2	"day3"
"14"	"7"	40	17	2.5192	"RANDREG"	0.3033	2.2159	0.345550157487743	3	"day3"
"14"	"7"	46	4	2.2721	"RANDREG"	0.3033	1.9688	0.294201600694746	3	"day3"
"14"	"7"	48	8	1.965	"RANDREG"	0.3033	1.6617	0.220552619866346	3	"day3"
"14"	"7"	55	3	1.7296	"RANDREG"	0.3033	1.4263	0.154210882206974	3	"day3"
"14"	"7"	2	20	1.8769	"TARGET"	0.3033	1.5736	0.19689434691128	1	"day3"
"14"	"7"	8	2	1.8748	"TARGET"	0.3033	1.5715	0.196314385353599	1	"day3"
"14"	"7"	13	30	1.7848	"TARGET"	0.3033	1.4815	0.17070165581607	1	"day3"
"14"	"7"	19	20	2.1093	"TARGET"	0.3033	1.806	0.256717745977487	2	"day3"
"14"	"7"	21	2	2.2129	"TARGET"	0.3033	1.9096	0.280942405998698	2	"day3"
"14"	"7"	33	30	2.0278	"TARGET"	0.3033	1.7245	0.23666319870341	2	"day3"
"14"	"7"	35	20	2.1866	"TARGET"	0.3033	1.8833	0.274919506403754	3	"day3"
"14"	"7"	57	2	1.9362	"TARGET"	0.3033	1.6329	0.212959589036736	3	"day3"
"14"	"7"	59	30	1.7816	"TARGET"	0.3033	1.4783	0.169762576902915	3	"day3"
"15"	"1"	5	4	1.9149	"RANDREG"	0.2737	1.6412	0.215161508294875	1	"day1"
"15"	"1"	9	48	2.496	"RANDREG"	0.2737	2.2223	0.346802686265524	1	"day1"
"15"	"1"	10	52	1.8799	"RANDREG"	0.2737	1.6062	0.205799621570576	1	"day1"
"15"	"1"	24	105	2.3088	"RANDREG"	0.2737	2.0351	0.308585754289083	1	"day1"
"15"	"1"	34	108	2.3475	"RANDREG"	0.2737	2.0738	0.316766870141431	1	"day1"
"15"	"1"	35	22	2.013	"RANDREG"	0.2737	1.7393	0.240374496958233	1	"day1"
"15"	"1"	39	95	2.591	"RANDREG"	0.2737	2.3173	0.364982261632262	2	"day1"
"15"	"1"	41	75	2.7717	"RANDREG"	0.2737	2.498	0.397592434038117	2	"day1"
"15"	"1"	44	66	2.2347	"RANDREG"	0.2737	1.961	0.292477593667784	2	"day1"
"15"	"1"	45	35	1.9558	"RANDREG"	0.2737	1.6821	0.225851810818157	2	"day1"
"15"	"1"	48	90	2.2682	"RANDREG"	0.2737	1.9945	0.299834040645858	3	"day1"
"15"	"1"	51	57	2.0299	"RANDREG"	0.2737	1.7562	0.244573972817436	3	"day1"
"15"	"1"	53	37	2.2507	"RANDREG"	0.2737	1.977	0.296006669313672	3	"day1"
"15"	"1"	57	20	2.9358	"RANDREG"	0.2737	2.6621	0.425224365425839	3	"day1"
"15"	"1"	59	41	2.7415	"RANDREG"	0.2737	2.4678	0.392309959892819	3	"day1"
"15"	"1"	2	45	1.7824	"TARGET"	0.2737	1.5087	0.17860289034059	1	"day1"
"15"	"1"	6	34	1.9787	"TARGET"	0.2737	1.705	0.231724383328517	1	"day1"
"15"	"1"	8	22	2.3172	"TARGET"	0.2737	2.0435	0.310374642047612	1	"day1"
"15"	"1"	11	45	2.2347	"TARGET"	0.2737	1.961	0.292477593667784	2	"day1"
"15"	"1"	15	34	2.1832	"TARGET"	0.2737	1.9095	0.280919662709337	2	"day1"
"15"	"1"	21	22	2.2058	"TARGET"	0.2737	1.9321	0.28602960050819	2	"day1"
"15"	"1"	49	45	2.7119	"TARGET"	0.2737	2.4382	0.38706932693202	3	"day1"
"15"	"1"	55	34	2.4091	"TARGET"	0.2737	2.1354	0.32947923838749	3	"day1"
"15"	"1"	56	22	1.8907	"TARGET"	0.2737	1.617	0.208710019906401	3	"day1"
"15"	"2"	2	54	2.4928	"RANDREG"	0.32285	2.16995	0.336449726947945	1	"day1"
"15"	"2"	3	106	2.8985	"RANDREG"	0.32285	2.57565	0.410886847276324	1	"day1"
"15"	"2"	6	96	2.6104	"RANDREG"	0.32285	2.28755	0.359370595410302	1	"day1"
"15"	"2"	19	36	2.2994	"RANDREG"	0.32285	1.97655	0.295907804992897	1	"day1"
"15"	"2"	23	73	2.1716	"RANDREG"	0.32285	1.84875	0.266878187004949	1	"day1"
"15"	"2"	25	23	2.6154	"RANDREG"	0.32285	2.29255	0.360318816310345	2	"day1"
"15"	"2"	27	84	3.3643	"RANDREG"	0.32285	3.04145	0.48308068126168	2	"day1"
"15"	"2"	34	15	2.076	"RANDREG"	0.32285	1.75315	0.24381907603979	2	"day1"
"15"	"2"	36	94	2.6327	"RANDREG"	0.32285	2.30985	0.363583778036106	2	"day1"
"15"	"2"	37	14	2.3937	"RANDREG"	0.32285	2.07085	0.316148642335483	2	"day1"
"15"	"2"	53	29	2.2945	"RANDREG"	0.32285	1.97165	0.294829823100437	3	"day1"
"15"	"2"	54	83	2.7066	"RANDREG"	0.32285	2.38375	0.377260706054062	3	"day1"
"15"	"2"	55	91	2.7481	"RANDREG"	0.32285	2.42525	0.384756513257574	3	"day1"
"15"	"2"	56	81	3.3534	"RANDREG"	0.32285	3.03055	0.48152145368012	3	"day1"
"15"	"2"	59	88	3.1848	"RANDREG"	0.32285	2.86195	0.456662042102381	3	"day1"
"15"	"2"	60	26	2.9398	"RANDREG"	0.32285	2.61695	0.417795424996955	3	"day1"
"15"	"2"	5	45	2.4498	"TARGET"	0.32285	2.12695	0.327757280697592	1	"day1"
"15"	"2"	7	22	1.8307	"TARGET"	0.32285	1.50785	0.178358140331879	1	"day1"
"15"	"2"	15	34	2.5736	"TARGET"	0.32285	2.25075	0.352327258816553	1	"day1"
"15"	"2"	16	45	2.0162	"TARGET"	0.32285	1.69335	0.228746732095208	2	"day1"
"15"	"2"	26	22	2.0986	"TARGET"	0.32285	1.77575	0.249381823344093	2	"day1"
"15"	"2"	38	34	2.9199	"TARGET"	0.32285	2.59705	0.414480311013616	2	"day1"
"15"	"2"	39	45	2.2757	"TARGET"	0.32285	1.95285	0.290668886055847	3	"day1"
"15"	"2"	44	22	2.1496	"TARGET"	0.32285	1.82675	0.261679116017255	3	"day1"
"15"	"2"	45	34	2.0482	"TARGET"	0.32285	1.72535	0.236877208191989	3	"day1"
"15"	"3"	4	44	2.4141	"RANDREG"	0.331933333333333	2.08216666666667	0.318515489591739	1	"day1"
"15"	"3"	7	76	2.8141	"RANDREG"	0.331933333333333	2.48216666666667	0.394830939122226	1	"day1"
"15"	"3"	8	9	2.9564	"RANDREG"	0.331933333333333	2.62446666666667	0.41904106116792	1	"day1"
"15"	"3"	10	92	2.3247	"RANDREG"	0.331933333333333	1.99276666666667	0.299456450074514	1	"day1"
"15"	"3"	11	100	3.2957	"RANDREG"	0.331933333333333	2.96376666666667	0.471844009237114	1	"day1"
"15"	"3"	15	103	2.7815	"RANDREG"	0.331933333333333	2.44956666666667	0.389089263580661	1	"day1"
"15"	"3"	17	16	3.4484	"RANDREG"	0.331933333333333	3.11646666666667	0.493662486094006	2	"day1"
"15"	"3"	22	11	2.3977	"RANDREG"	0.331933333333333	2.06576666666667	0.315081265343364	2	"day1"
"15"	"3"	31	98	2.6745	"RANDREG"	0.331933333333333	2.34256666666667	0.369691959241128	2	"day1"
"15"	"3"	32	56	1.5555	"RANDREG"	0.331933333333333	1.22356666666667	0.0876276370933565	2	"day1"
"15"	"3"	33	45	2.0199	"RANDREG"	0.331933333333333	1.68796666666667	0.227363866089597	2	"day1"
"15"	"3"	36	3	3.3151	"RANDREG"	0.331933333333333	2.98316666666667	0.474677517656949	2	"day1"
"15"	"3"	40	79	3.3991	"RANDREG"	0.331933333333333	3.06716666666667	0.486737375736976	3	"day1"
"15"	"3"	41	71	1.7747	"RANDREG"	0.331933333333333	1.44276666666667	0.159196099927197	3	"day1"
"15"	"3"	42	43	1.8341	"RANDREG"	0.331933333333333	1.50216666666667	0.176718120682836	3	"day1"
"15"	"3"	44	59	2.578	"RANDREG"	0.331933333333333	2.24606666666667	0.351422642635935	3	"day1"
"15"	"3"	60	101	2.5206	"RANDREG"	0.331933333333333	2.18866666666667	0.34017962367366	3	"day1"
"15"	"3"	3	45	1.8206	"TARGET"	0.331933333333333	1.48866666666667	0.172797464015758	1	"day1"
"15"	"3"	5	22	1.9193	"TARGET"	0.331933333333333	1.58736666666667	0.200677256255163	1	"day1"
"15"	"3"	18	34	2.7951	"TARGET"	0.331933333333333	2.46316666666667	0.391493798751312	1	"day1"
"15"	"3"	48	45	2.074	"TARGET"	0.331933333333333	1.74206666666667	0.241064770884881	2	"day1"
"15"	"3"	50	22	2.1981	"TARGET"	0.331933333333333	1.86616666666667	0.270950427824914	2	"day1"
"15"	"3"	52	34	2.7349	"TARGET"	0.331933333333333	2.40296666666667	0.380747746424734	2	"day1"
"15"	"3"	53	45	1.5647	"TARGET"	0.331933333333333	1.23276666666667	0.0908808827849533	3	"day1"
"15"	"3"	56	22	2.066	"TARGET"	0.331933333333333	1.73406666666667	0.239065790031139	3	"day1"
"15"	"3"	57	34	2.1979	"TARGET"	0.331933333333333	1.86596666666667	0.270903881311858	3	"day1"
"15"	"4"	2	21	2.5212	"RANDREG"	0.3141	2.2071	0.343822010762162	1	"day1"
"15"	"4"	6	69	3.0104	"RANDREG"	0.3141	2.6963	0.430768211711994	1	"day1"
"15"	"4"	9	77	2.6225	"RANDREG"	0.3141	2.3084	0.363311065636625	1	"day1"
"15"	"4"	11	6	2.555	"RANDREG"	0.3141	2.2409	0.35042247660771	1	"day1"
"15"	"4"	12	60	2.2877	"RANDREG"	0.3141	1.9736	0.29525913648168	1	"day1"
"15"	"4"	14	89	2.4254	"RANDREG"	0.3141	2.1113	0.324549947702555	1	"day1"
"15"	"4"	16	17	2.1058	"RANDREG"	0.3141	1.7917	0.253265293690157	2	"day1"
"15"	"4"	22	63	3.0996	"RANDREG"	0.3141	2.7855	0.444903162795462	2	"day1"
"15"	"4"	27	58	2.6674	"RANDREG"	0.3141	2.3533	0.371677294808662	2	"day1"
"15"	"4"	28	107	2.7416	"RANDREG"	0.3141	2.4275	0.385159238580043	2	"day1"
"15"	"4"	35	80	2.4182	"RANDREG"	0.3141	2.1041	0.323066376363904	2	"day1"
"15"	"4"	39	19	2.3846	"RANDREG"	0.3141	2.0705	0.316075234838397	3	"day1"
"15"	"4"	48	72	2.3936	"RANDREG"	0.3141	2.0795	0.317958924700952	3	"day1"
"15"	"4"	49	1	2.5444	"RANDREG"	0.3141	2.2303	0.348363284385186	3	"day1"
"15"	"4"	53	33	2.2883	"RANDREG"	0.3141	1.9742	0.295391147571982	3	"day1"
"15"	"4"	58	25	1.9094	"RANDREG"	0.3141	1.5953	0.202842365194632	3	"day1"
"15"	"4"	3	45	2.058	"TARGET"	0.3141	1.7439	0.241521577676051	1	"day1"
"15"	"4"	4	22	2.0114	"TARGET"	0.3141	1.6973	0.229758611221373	1	"day1"
"15"	"4"	13	34	2.0068	"TARGET"	0.3141	1.6927	0.22857999420492	1	"day1"
"15"	"4"	19	45	1.7243	"TARGET"	0.3141	1.4102	0.149280710341024	2	"day1"
"15"	"4"	23	22	1.9512	"TARGET"	0.3141	1.6371	0.214075208502808	2	"day1"
"15"	"4"	38	34	2.3223	"TARGET"	0.3141	2.0082	0.302806962741421	2	"day1"
"15"	"4"	51	22	1.8065	"TARGET"	0.3141	1.4924	0.173885240368791	3	"day1"
"15"	"4"	59	34	2.4839	"TARGET"	0.3141	2.1698	0.336419704862658	3	"day1"
"15"	"5"	3	13	2.1777	"RANDREG"	0.34015	1.83755	0.264239165132375	1	"day1"
"15"	"5"	4	104	2.229	"RANDREG"	0.34015	1.88885	0.276197470489924	1	"day1"
"15"	"5"	9	93	2.5954	"RANDREG"	0.34015	2.25525	0.353194691492218	1	"day1"
"15"	"5"	14	50	2.5849	"RANDREG"	0.34015	2.24475	0.351167980231891	1	"day1"
"15"	"5"	16	2	2.1091	"RANDREG"	0.34015	1.76895	0.247715557595433	1	"day1"
"15"	"5"	19	12	2.4506	"RANDREG"	0.34015	2.11045	0.324375067468242	2	"day1"
"15"	"5"	21	38	2.1699	"RANDREG"	0.34015	1.82975	0.262391755830221	2	"day1"
"15"	"5"	22	32	1.9841	"RANDREG"	0.34015	1.64395	0.215888604533525	2	"day1"
"15"	"5"	34	31	2.5965	"RANDREG"	0.34015	2.25635	0.353406467332079	2	"day1"
"15"	"5"	35	8	2.3698	"RANDREG"	0.34015	2.02965	0.307421153098491	2	"day1"
"15"	"5"	43	39	2.3709	"RANDREG"	0.34015	2.03075	0.307656461906382	2	"day1"
"15"	"5"	47	64	3.2024	"RANDREG"	0.34015	2.86225	0.456707564042457	3	"day1"
"15"	"5"	48	53	3.0309	"RANDREG"	0.34015	2.69075	0.429873348947643	3	"day1"
"15"	"5"	51	34	2.2512	"RANDREG"	0.34015	1.91105	0.281272049922634	3	"day1"
